Page,Table,Column_0,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12
29,1,9,建込み,たてこみ,"ประกอบวสั ดกุ อ่ สรา้ งใน
แนวตัง้ ทตี่ าแหน่งตามที่
ก าหนดในแบบ",,"かたわく た て こ
型枠を建込みする","ประกอบแบบหลอ่ คอนกรตี ในแนวตัง้
ทตี่ าแหน่งตามทกี่ าหนดในแบบ",,,,,,
29,1,10,通り,とおり,เป็นแนวเสน้ ตรง,"ปรับแกส้ งิ่ ทบี่ ดิ เบยี้ ว สงิ่ ทกี่ ดี ขวาง ฯลฯ
ใหอ้ ยใู่ นสภาพปกติ","とお よ
通りを良くする",ปรับใหเ้ป็นแนวเสน้ ตรง,,,,,,
30,1,11,蹴上げ,けあげ,ความสงู ของขัน้ บันได,ความสงู ของขัน้ บันไดหนงึ่ ขัน้,"き け あ すんぽう かたわく く み た
決められた蹴上げ寸法で型枠を組立
てる","ประกอบแบบหลอ่ คอนกรตี ของ
ขัน้ บันไดตามความสงู ทกี่ าหนด",,,,,,
30,1,12,蹴込み,けこみ,สว่ นทขี่ ัน้ บันไดเหลอื่ มกัน,,"き け こ すんぽう かたわく く み た
決められた蹴込み寸法で型枠を組立
てる","ประกอบแบบหลอ่ คอนกรตี ตามขนาด
ของสว่ นทขี่ ัน้ บันไดเหลอื่ มกันตามที่
ก าหนด",,,,,,
30,1,13,工具の手入れ,こうぐのていれ,ดแู ลรักษาเครอื่ งมอื,,"こ う ぐ て い
工具の手入れをおこたらない",ไมล่ ะเลยในการดแู ลรักษาเครอื่ งมอื,,,,,,
30,1,14,下げ振り,さげふり,สายดงิ่,,"さ ふ すいちょく かくにん
下げ振りで垂直を確認する",ตรวจสอบยนื ยันเสน้ แนวดงิ่ ดว้ ยสายดงิ่,,,,,,
30,1,15,地墨,じずみ,"ท าเครอื่ งหมายเพอื่
ก าหนดต าแหน่งกอ่ สรา้ ง
บนพนื้ ฐานราก",,"じ ずみ あ かたわく と つ
地墨に合わせて型枠を取り付ける","ตดิ ตัง้ แบบหลอ่ คอนกรตี ตาม
เครอื่ งหมายก าหนดต าแหน่งกอ่ สรา้ ง
บนพนื้ ฐานราก",,,,,,
30,1,16,捨てコンクリート,すてこんくりーと,"การเทลนี , การเทคอนกรตี
เพอื่ ปรับผวิ หนา้ ดนิ",,"す と わく せ っ ち
捨てコンクリートの止め枠を設置する",ตดิ ตัง้ แผงกัน้ สา หรับการเทลนี,,,,,,
30,1,17,はね出し,はねだし,สว่ นทยี่ นื่ ออกมา,"สภาพของแผน่ พนื้ ทางเดนิ ขา้ งหนงึ่
ของนั่งรา้ นทยี่ นื่ ออกมาอยา่ งมากจาก
สว่ นทรี่ องรับ หากเหยยี บขนึ้ ไปโดยไม่
รอู้ าจตกได ้ซงึ่ เป็นอันตรายอยา่ งยงิ่","かべ だ かたわく く み た
壁からはね出してスラブ型枠を組立て
る","ประกอบแบบหลอ่ คอนกรตี ของแผน่
พนื้ แบนทยี่ นื่ ออกมาจากผนัง",,,,,,
30,1,18,はらみ,はらみ,เบง่ บวม,,"だ せ つちゅう かたわく
コンクリート打設中に型枠のはらみを
かくにん
確認する","ตรวจสอบความเบง่ บวมของแบบหลอ่
คอนกรตี ระหวา่ งการเทคอนกรตี",,,,,,
30,1,19,前面,まえつら,ดา้ นหนา้,,"まえつら そろ
前面を揃える",ท าใหด้ า้ นหนา้ เสมอกัน,,,,,,
30,1,20,養生,ようじょう,บม่,,"だ せ つ ご ようじょう
コンクリート打設後に養生をおこなう",ท าการบม่ คอนกรตี หลังเท,,,,,,
31,1,21,レベル,れべる,"ระดับ, เครอื่ งวดั ระนาบ",,"そくりょう
レベルを測量する",วดั ระดับ,,,,,,
31,1,22,割付,わりつけ,"การแบง่ พนื้ ทบี่ นแบบ
แปลนเพอื่ ก าหนดจดุ
ตดิ ตัง้ อยา่ งถกู ตอ้ ง",,"かたわく わ つ
型枠を割り付ける","แบง่ พนื้ ทบี่ นแบบแปลนเพอื่ ก าหนด
จดุ ตดิ ตัง้ แบบหลอ่ คอนกรตี",,,,,,
31,1,23,埋め込み金物,うめこみかなもの,"อปุ กรณ์โลหะแบบฝังอยู่
ในคอนกรตี เพอื่ เป็น
รากฐานของตัวยดึ สา หรับ
ตดิ ตัง้ อปุ กรณ์ตา่ งๆ",,"かたわく う こ かなもの
型枠にはあらかじめ埋め込み金物を
と つ
取り付ける","ตดิ ตัง้ อปุ กรณ์โลหะแบบฝังอยใู่ นแบบ
หลอ่ คอนกรตี ไวล้ ว่ งหนา้ เพอื่ เป็น
รากฐานของตัวยดึ สา หรับตดิ ตัง้
อปุ กรณ์ตา่ งๆ",,,,,,
31,1,24,解体する（バラス）,かいたいする（ばらす）,รอื้ ถอน (ถอดเป็นชนิ้ ๆ),,"かたわく かいたい
型枠を解体する（バラス）","รอื้ ถอนแบบหลอ่ คอนกรตี (ถอดเป็น
ชนิ้ ๆ)",,,,,,
31,1,25,かぶり寸法,かぶりすんぽう,"ระยะคอนกรตี หมุ้ ผวิ เหล็ก,
ระยะหมุ้ ของคอนกรตี",,"てっきん かたわく すんぽう かくにん
鉄筋と型枠のかぶり寸法を確認する","ตรวจสอบความหนาระยะคอนกรตี หมุ้
ผวิ เหล็กของเหล็กเสรมิ กับแบบหลอ่
คอนกรตี",,,,,,
32,1,1,異形棒鋼,いけいぼうこう,เหล็กขอ้ ออ้ ย,เป็นเหล็กเสรมิ ทใี่ ชท้ ั่วไปในญปี่ ่นุ,"い け いぼうこう もち
異形棒鋼を用いる",ใชเ้หล็กขอ้ ออ้ ย,,,,,,
32,1,2,結束線,けっそくせん,ลวดผกู เหล็ก,,"けっそくせん てっきん しば
結束線で鉄筋を縛る",ผกู เหล็กเสรมิ ดว้ ยลวดผกู เหล็ก,,,,,,
32,1,3,結束工具,けっそくこうぐ,เครอื่ งมอื ทใี่ ชก้ ารผกู เหล็ก,เรยี กวา่ 「ตะขอ (ฮัคคา)」ดว้ ย,"けっそく こ う ぐ もち てっきん しば
結束工具を用いて鉄筋を縛る","ใชเ้ครอื่ งมอื ผกู เหล็กในการผกู เหล็ก
เสรมิ",,,,,,
32,1,4,鉄筋切断機,てっきんせつだんき,เครอื่ งตัดเหล็กเสรมิ,,"てっきんせ つだ んき てっきん せつだん
鉄筋切断機で鉄筋を切断する",ตัดเหล็กเสรมิ ดว้ ยเครอื่ งตัดเหล็กเสรมิ,,,,,,
32,1,5,鉄筋曲げ加工機,てっきんまげかこうき,เครอื่ งดัดเหล็กเสรมิ,,"てっきん ま か こ う き てっきん ま
鉄筋曲げ加工機で鉄筋を曲げる",ดัดเหล็กเสรมิ ดว้ ยเครอื่ งดัดเหล็กเสรมิ,,,,,,
32,1,6,フック,ふっく,"ดัดโคง้ , ดัดงอเป็นขอ",,"てっきんた ん ぶ
鉄筋端部にフックをつける",ดัดปลายเหล็กเสรมิ ใหง้ อเป็นขอ,,,,,,
32,1,7,保護帽（ヘルメット）,ほごぼう（へるめっと）,หมวกนริ ภัย (หมวกเซฟต)ี้,,"ほ ご ぼう さぎょう と か
保護帽をかぶり作業に取り掛かる","สวมหมวกนริ ภัยและเรมิ่ ลงมอื
ปฏบิ ัตงิ าน",,,,,,
32,1,8,アンカー,あんかー,สมอ,"ยอ่ มาจาก 「สมอและเหล็กเดอื ย (ซา
ชคิ นิ อังคา)」อาจเรยี กวา่ 「เหล็กเดอื ย
(ซาชคิ นิ )」","せ っ ち
アンカーを設置する",ตดิ ตัง้ สมอ,,,,,,
32,1,9,加工場,かこうば,โรงแปรรูป,,"げ ん ばはんにゅうまえ か こ う ば てっきん か こ う
現場搬入前に加工場で鉄筋を加工
する","แปรรูปเหล็กเสรมิ ทโี่ รงแปรรูปกอ่ น
ล าเลยี งไปทไี่ ซตง์ าน",,,,,,
32,1,10,スペーサ―,すぺーさー,ลกู ปนู,,"てっきん あつ たも
鉄筋のかぶり厚さを保つためスペー
つか
サーを使う","ใชล้ กู ปนู เพอื่ ท าใหร้ ะยะคอนกรตี หมุ้
ผวิ เหล็กของเหล็กเสรมิ มคี วามหนา",,,,,,
33,1,11,ドーナツ,どーなつ,ลกู ปนู กลม,,"かべ てっきん あつ つか
壁の鉄筋かぶり厚さはドーナツを使う","ใชล้ กู ปนู กลมในการท าใหร้ ะยะ
คอนกรตี หมุ้ ผวิ เหล็กของเหล็กเสรมิ
ของผนังมคี วามหนา",,,,,,
33,1,12,加工配筋図,かこうはいきんず,"แบบการวางและดัดเหล็ก
เสรมิ",,"か こ うはいきん ず どお く み た
加工配筋図通りに組立てる","ประกอบตามแบบการวางและดัดเหล็ก
เสรมิ",,,,,,
33,1,13,配筋詳細図,はいきんしょうさいず,"แบบละเอยี ดของการวาง
เหล็กเสรมิ",,"はいきんしょうさい ず どお くみ た
配筋詳細図通りに組立てる","ประกอบตามแบบละเอยี ดของการวาง
เหล็กเสรมิ",,,,,,
33,1,14,開口補強筋,かいこうほきょうきん,การเสรมิ เหล็กชอ่ งเปิด,,"まどかいこう ぶ かいこうほきょうきん ぐみ た
窓開口部は開口補強筋を組立てる","ท าการเสรมิ เหล็กชอ่ งเปิดทชี่ อ่ งเปิด
หนา้ ตา่ ง",,,,,,
33,1,15,幅止め筋,はばどめきん,"เหล็กเสรมิ ทใี่ สเ่ พมิ่ เมอื่ มี
การผกู เหล็กเสรมิ สองชัน้
เพอื่ ยดึ ใหร้ ะยะหา่ งระหวา่ ง
เหล็กคงที่",,"はば ど きん と つ
幅止め筋を取り付ける","ตดิ ตัง้ เหล็กเสรมิ ทใี่ สเ่ พมิ่ เมอื่ มกี ารผกู
เหล็กเสรมิ สองชัน้ เพอื่ ยดึ ใหร้ ะยะหา่ ง
ระหวา่ งเหล็กคงที่",,,,,,
33,1,16,差筋,さしきん,เหล็กเดอื ย,,"さしきん
コンクリートに差筋をする",ใสเ่ หล็กเดอื ยในคอนกรตี,,,,,,
33,1,17,柱主筋,はしらしゅきん,"เหล็กเสรมิ หลักในเสา,
เหล็กยนื",,"はしらしゅきん ぐみ た
柱主筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ หลักในเสา,,,,,,
33,1,18,柱配筋,はしらはいきん,การวางเหล็กเสรมิ ในเสา,,"はしらはいきん ず めん かくにん
柱配筋を図面で確認する","ตรวจยนื ยันการวางเหล็กเสรมิ ในเสา
กับแบบ",,,,,,
33,1,19,スラブ筋,すらぶきん,เหล็กเสรมิ ในพนื้,,"きん しょてい く み た
スラブ筋を所定のピッチで組立てる","ตดิ ตัง้ เหล็กเสรมิ ในพนื้ ตามระยะหา่ งที่
ก าหนด",,,,,,
33,1,20,ベース筋,べーすきん,เหล็กเสรมิ ในฐานราก,,"きん く み た
ベース筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ ในฐานราก,,,,,,
34,1,21,帯筋（フープ）,おびきん（ふーぷ）,"เหล็กปลอกเสา (เหล็ก
ปลอกรัดรอบ)",,"おびきん く み た
帯筋を組立てる",ตดิ ตัง้ เหล็กปลอกเสา,,,,,,
34,1,22,下端筋,したばきん,เหล็กเสรมิ ลา่ ง,,"し た ばきん く み た
下端筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ ลา่ ง,,,,,,
34,1,23,上端筋,うわばきん,เหล็กเสรมิ บน,,"う わ ばきん く み た
上端筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ บน,,,,,,
34,1,24,主筋,しゅきん,เหล็กเสรมิ หลัก,,"しゅきん く み た
主筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ หลัก,,,,,,
34,1,25,あばら筋,あばらきん,เหล็กปลอกคาน,,"きん く み た
あばら筋を組立てる",ตดิ ตัง้ เหล็กปลอกคาน（ST),,,,,,
35,1,1,はかま筋,はかまきん,"เหล็กเสรมิ ครอบเหล็ก
เสรมิ ในฐานราก",,"きん く み た
はかま筋を組立てる","ตดิ ตัง้ เหล็กเสรมิ ครอบเหล็กเสรมิ ใน
ฐานราก",,,,,,
35,1,2,縦筋,たてきん,เหล็กเสรมิ แนวตัง้,,"たてきん く み た
縦筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ แนวตัง้,,,,,,
35,1,3,下筋,したきん,เหล็กเสรมิ ลา่ ง,,"したきん く み た
下筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ ลา่ ง,,,,,,
35,1,4,横筋,よこきん,เหล็กเสรมิ แนวนอน,,"よこきん く み た
横筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ แนวนอน,,,,,,
35,1,5,腹筋,はらきん,"เหล็กเสรมิ ทเี่ รยี งขนานกับ
เหล็กเสรมิ หลัก",,"はらきん く み た
腹筋を組立てる","ตดิ ตัง้ เหล็กเสรมิ ทเี่ รยี งขนานกับเหล็ก
เสรมิ หลัก",,,,,,
35,1,6,配力筋,はいりょくきん,"เหล็กเสรมิ ทตี่ ัง้ ฉากกับ
เหล็กเสรมิ หลักทรี่ ับแรง",,"はいりょくきん く み た
配力筋を組立てる","ตดิ ตัง้ เหล็กเสรมิ ทตี่ ัง้ ฉากกับเหล็ก
เสรมิ หลักทรี่ ับแรง",,,,,,
35,1,7,上筋,うわきん,เหล็กเสรมิ บน,,"うわきん く み た
上筋を組立てる",ตดิ ตัง้ เหล็กเสรมิ บน,,,,,,
35,1,8,スパイラル筋,すぱいらるきん,เหล็กปลอกเกลยี ว,,"きん たいしんへき と つ
スパイラル筋を耐震壁に取り付ける","ตดิ ตัง้ เหล็กปลอกเกลยี วในก าแพงที่
ทนตอ่ แรงสนั่ สะเทอื นแผน่ ดนิ ไหว",,,,,,
35,1,9,鉄筋径,てっきんけい,"เสน้ ผา่ นศนู ยก์ ลางของ
เหล็กเสรมิ",,"てっきんけい せっけい と し ょ とお
鉄筋径は設計図書の通りである","เสน้ ผา่ นศนู ยก์ ลางของเหล็กเสรมิ
ตามทรี่ ะบอุ ยใู่ นแบบและรายละเอยี ด
วสั ดุ",,,,,,
35,1,10,かぶり厚さ,かぶりあつさ,"ความหนาของระยะ
คอนกรตี หมุ้ ผวิ เหล็ก,
ความหนาของระยะหมุ้
ของคอนกรตี",,"あつ かくにん
かぶり厚さを確認する","ตรวจสอบความหนาของระยะ
คอนกรตี หมุ้ ผวิ เหล็ก",,,,,,
36,1,11,角度,かくど,มมุ,,"か く ど かくにん
角度を確認する",ตรวจสอบมมุ,,,,,,
36,1,12,シングル,しんぐる,เหล็กเสรมิ ชัน้ เดยี ว,,"てっきん はいきん く み た
鉄筋はシングル配筋で組立てる","เหล็กเสรมิ ตดิ ตัง้ ดว้ ยเหล็กเสรมิ ชัน้
เดยี ว",,,,,,
36,1,13,ダブル,だぶる,เหล็กเสรมิ สองชัน้,,"はいきん
スラブはダブル配筋とする",พนื้ เป็นเหล็กเสรมิ สองชัน้,,,,,,
36,1,14,千鳥結束,ちどりけっそく,เหล็กเสรมิ สองชัน้ ผกู สลับ,,"てっきん ち ど り けっそく
鉄筋は千鳥結束する","เหล็กเสรมิ เป็นเหล็กเสรมิ สองชัน้ ผกู
สลับ",,,,,,
36,1,15,切断寸法,せつだんすんぽう,ขนาดความยาวของการตัด,,"せつだんすんぽう てっきん せつだん
切断寸法で鉄筋を切断する","ตัดเหล็กเสรมิ ตามขนาดความยาวของ
การตัด",,,,,,
36,1,16,加工寸法,かこうすんぽう,ขนาดการแปรรูป,,"か こ うすんぽうどお てっきん か こ う
加工寸法通りに鉄筋を加工する",แปรรูปเหล็กเสรมิ ตามขนาดการแปรรูป,,,,,,
36,1,17,重ね継手,かさねつぎて,การตอ่ ทาบเหล็ก,,"てっきん ど う し かさ つ ぎ て
鉄筋同士は重ね継手とする","ตอ่ เหล็กเสรมิ เขา้ ดว้ ยกันดว้ ยการตอ่
ทาบเหล็ก",,,,,,
36,1,18,圧接継手,あっせつつぎて,"การตอ่ เหล็กดว้ ยการเชอื่ ม
แกส๊ และแรงดัน",,"てっきん ど う し あっせつつ ぎ て
鉄筋同士は圧接継手とする","ตอ่ เหล็กเสรมิ เขา้ ดว้ ยกันดว้ ยการ
เชอื่ มแกส๊ และแรงดัน",,,,,,
36,1,19,開口部,かいこうぶ,ชอ่ งเปิด,,"かい こ う ぶ かいこうほきょうきん と つ
開口部には開口補強筋を取り付ける",ทชี่ อ่ งเปิดใหท้ าการเสรมิ เหล็กชอ่ งเปิด,,,,,,
36,1,20,溶接金網,ようせつかなあみ,ตะแกรงเหล็กเชอื่ ม,,"ど ま はいきん ようせつかなあみ し よ う
土間配筋は溶接金網を使用する","การจัดเรยี งเหล็กเสรมิ ของพนื้ บา้ นที่
ไมไ่ ดย้ กพนื้ (ทญี่ ปี่ ่นุ แมจ้ ะเป็นสว่ น
หนงึ่ ของพนื้ ทใี่ นตัวบา้ นแตใ่ สร่ องเทา้ )
ใชต้ ะแกรงเหล็กเชอื่ ม",,,,,,
37,1,21,搬出,はんしゅつ,ล าเลยี งออก,,"のこ てっきん げ ん ば はんしゅつ
残った鉄筋を現場から搬出する","ล าเลยี งเหล็กเสรมิ ทเี่ หลอื ออกจาก
ไซตง์ าน",,,,,,
37,1,22,搬入,はんにゅう,ล าเลยี งเขา้,,"てっきん げ ん ば はんにゅう
鉄筋を現場に搬入する",ล าเลยี งเหล็กเสรมิ เขา้ มาทไี่ ซตง์ าน,,,,,,
37,1,23,基礎,きそ,ฐานราก,หมายถงึ รากฐานของสงิ่ กอ่ สรา้ ง,"き そ はいきん
基礎の配筋をおこなう",ท าการวางเหล็กเสรมิ ของฐานราก,,,,,,
37,1,24,機械式継手,きかいしきつぎて,ขอ้ ตอ่ เหล็กเชงิ กล,,"てっきん ど う し き か い し き つ ぎ て
鉄筋同士は機械式継手とする","ตอ่ เหล็กเสรมิ เขา้ ดว้ ยกันดว้ ยขอ้ ตอ่
เหล็กเชงิ กล",,,,,,
37,1,25,配筋検査,はいきんけんさ,"การตรวจสอบการจัดวาง
เหล็กเสรมิ",,"せっけいかんりしゃ はいきんけ ん さ ごうかく
設計監理者による配筋検査に合格す
る","ผา่ นการตรวจสอบการจัดวางเหล็ก
เสรมิ จากผคู้ วบคมุ งานออกแบบ",,,,,,
38,1,1,トラクタ,とらくた,รถแทรกเตอร์,"เรยี กรถแทรกเตอรท์ ตี่ ดิ สว่ นทที่ ำงำน
(อปุ กรณ์) วำ่ รถดันดนิ รถตัก เป็นตน้",,,,,,,,
38,1,2,ブルドーザ,ぶるどーざ,รถดันดนิ,"เป็นเครอื่ งจักรกลทเี่ ป็นรถแทรกเตอร์
ทมี่ ใี บมดี ตดิ อยู่",,,,,,,,
38,1,3,トラクタショベル,とらくたしょべる,รถตัก,"เป็นเครอื่ งจักรกลทเี่ ป็นรถแทรกเตอร์
ตดิ บงุ้ ก ๋ี มแี บบลอ้ ตะขำบและลอ้ ยำง",,,,,,,,
38,1,4,ホイルローダ,ほいるろーだ,รถตักลอ้ ยำง,"รถตักแบบลอ้ ยำง(ระบบขับเคลอื่ น 4
ลอ้ )",,,,,,,,
38,1,5,ダンプトラック,だんぷとらっく,รถบรรทกุ เททำ้ ย,,,,,,,,,
38,1,6,油圧ショベル,ゆあつしょべる,รถขดุ ระบบไฮดรอลกิ,"เป็นเครอื่ งจักรกลทมี่ สี ว่ นทที่ ำงำนขดุ
ตักซงึ่ ท ำงำนไดห้ ลำยอยำ่ งหำก
เปลยี่ นสว่ นทที่ ำงำน(อปุ กรณ์) อนื่ ๆ",,,,,,,,
38,1,7,バックホウ,ばっくほう,รถแบคโฮ,"เป็นรถทพี่ บเห็นมำกทสี่ ดุ ในบรรดำรถ
ขดุ ตักไฮดรอลกิ ใชใ้ นกำรขดุ ลงไป
ใตพ้ นื้ ดนิ",,,,,,,,
38,1,8,ローディングショベル,ろーでぃんぐしょべる,รถขดุ ขนำดใหญ่,"เป็นรถขดุ ไฮดรอลกิ ชนดิ หนงึ่ ใช้
สำ หรับขนยำ้ ยดนิ ทรำย และหนิ บน
พนื้ ดนิ",,,,,,,,
38,1,9,ローラ,ろーら,รถบดดนิ,,,,,,,,,
38,1,10,バケット,ばけっと,บงุ้ ก๋ี,,,,,,,,,
39,1,11,ブーム,ぶーむ,บมู,,,,,,,,,
39,1,12,アーム,あーむ,อำรม์,,,,,,,,,
39,1,13,ブレード（排土板）,ぶれーど（はいどばん）,ใบมดี (ใบดันดนิ ),,,,,,,,,
39,1,14,タイヤ,たいや,ยำงรถ,,,,,,,,,
39,1,15,クローラ,くろーら,ตนี ตะขำบ,,,,,,,,,
39,1,16,キー（鍵）,きー（かぎ）,คยี ์ (กญุ แจ),,"くるま かぎ
車の鍵",กญุ แจรถยนต์,,,,,,
39,1,17,"作業装置
（アタッチメント）","さぎょうそうち
（あたっちめんと）",สว่ นทที่ ำงำน(อปุ กรณ์),,,,,,,,,
39,1,18,エンジン,えんじん,เครอื่ งยนต์,,"き
エンジンをかける、エンジンを切る",สตำรท์ เครอื่ งยนต ์ ดับเครอื่ งยนต์,,,,,,
39,1,19,ディーゼルエンジン,でぃーぜるえんじん,เครอื่ งยนตด์ เี ซล,,,,,,,,,
39,1,20,エンジンオイル,えんじんおいる,น ้ำมันเครอื่ ง,,,,,,,,,
40,1,21,"オルタネータ
（充電発電機）","おるたねーた
（じゅうでんはつでんき）","อัลเทอรเ์ นเตอร,์ ไดชำรจ์
(เครอื่ งปั่นไฟและสำมำรถ
ชำรจ์ ไฟเขำ้ แบตเตอร)ี่",,,,,,,,,
40,1,22,バッテリ,ばってり,แบตเตอรี่,,,,,,,,,
40,1,23,燃料,ねんりょう,เชอื้ เพลงิ,,,,,,,,,
40,1,24,軽油,けいゆ,น ้ำมันดเี ซล,,,,,,,,,
40,1,25,ブレーキ,ぶれーき,เบรค,,"ふ
ブレーキを踏む",เหยยี บเบรค,,,,,,
41,1,1,油圧シリンダ,ゆあつしりんだ,กระบอกสบู ไฮดรอลกิ,,,,,,,,,
41,1,2,油圧モータ,ゆあつもーた,มอเตอรไ์ ฮดรอลกิ,,,,,,,,,
41,1,3,油圧ポンプ,ゆあつぽんぷ,ป๊ัมไฮดรอลกิ,,,,,,,,,
41,1,4,水漏れ,みずもれ,น ้ำรั่ว,,,,,,,,,
41,1,5,油漏れ,あぶらもれ,น ้ำมันรั่ว,,,,,,,,,
41,1,6,冷却水,れいきゃくすい,น ้ำหลอ่ เย็น,,,,,,,,,
41,1,7,ブレーキ液,ぶれーきえき,น ้ำมันเบรค,,,,,,,,,
41,1,8,燃料タンク,ねんりょうたんく,ถังน ้ำมัน,,,,,,,,,
41,1,9,ファンベルト,ふぁんべると,สำยพำนพัดลมหมอ้ น ้ำ,,,,,,,,,
41,1,10,空気圧,くうきあつ,แรงดันลมยำง,,,,,,,,,
41,1,11,クラッチ,くらっち,คลัตช์,,,,,,,,,
41,1,12,急発進,きゅうはっしん,เหยยี บคันเรง่ ออกตัวทันที,,,,,,,,,
41,1,13,急ブレーキ,きゅうぶれーき,"กดเบรคใหค้ วำมเร็วลดลง
ทันที",,,,,,,,,
42,1,14,アイドリング,あいどりんぐ,"สภำวะของเครอื่ งยนตท์ ี่
หมนุ ดว้ ยอตั รำรอบต ำ่ สดุ
เปลำ่ ๆ",,"て い し
エンジンを停止するときはアイドリング
と
したあとに止める","เวลำจะหยดุ เครอื่ งยนต ์ปลอ่ ยให้
เครอื่ งยนตห์ มนุ ดว้ ยอตั รำรอบต ำ่ สดุ
เปลำ่ ๆแลว้ จงึ หยดุ",,,,,,
42,1,15,走行,そうこう,รถแลน่,,,,,,,,,
42,1,16,旋回,せんかい,หมนุ,,,,,,,,,
42,1,17,安全ロック,あんぜんろっく,เซฟตลี้ ็อค,,,,,,,,,
42,1,18,安全支柱,あんぜんしちゅう,เสำค ้ำเพอื่ ควำมปลอดภัย,,,,,,,,,
42,1,19,補給（する）,ほきゅう（する）,(กำร)เตมิ,,"ねんりょう ほきゅう
エンジンをかけたまま燃料を補給して
はいけない",หำ้ มเตมิ น ้ำมันในขณะทตี่ ดิ เครอื่ งอยู่,,,,,,
42,1,20,駐車（する）,ちゅうしゃ（する）,(กำร)จอดรถ,,,,,,,,,
42,1,21,歩行者,ほこうしゃ,คนเดนิ เทำ้,,,,,,,,,
42,1,22,車両,しゃりょう,ยำนพำหนะมลี อ้ ทวี่ งิ่ บนบก,,,,,,,,,
42,1,23,死角,しかく,จดุ บอด,หมำยถงึ จดุ ทมี่ องไมเ่ ห็น,,,,,,,,
42,1,24,斜面,しゃめん,"ทำงลำด, พนื้ ทลี่ ำดเอยี ง",,"やま の しゃめん のぼ
山の斜面を上る",ปีนขนึ้ ไปตำมควำมลำดชนั ของภเู ขำ,,,,,,
42,1,25,転圧（する）,てんあつ（する）,(กำร)บดอดั,,"てんあつさぎょう
ローラで転圧作業をする",ท ำงำนบดอดั ดว้ ยรถบด,,,,,,
43,1,1,接触（する）,せっしょく（する）,การชน (ชน),,"じゅうき せっしょく
重機に接触してけがをする",ชนเครอื่ งจักรกลหนักท ำใหบ้ ำดเจ็บ,,,,,,
43,1,2,作動（する）,さどう（する）,การท างาน (ท างาน),,"か さ い ほ う ち き さ ど う
火災報知器が作動する",อปุ กรณ์เตอื นอคั คภี ัยท ำงำน,,,,,,
43,1,3,整備（する）,せいび（する）,การซอ่ มบ ารงุ (ซอ่ มบ ารงุ ),,"しゃりょう せ い び
車両の整備をする",ซอ่ มบ ำรงุ ยำนพำหนะ,,,,,,
43,1,4,点検（する）,てんけん（する）,การตรวจเช็ค (ตรวจเช็ค),,"さぎょうまえ こ う ぐ てんけん
作業前に工具を点検する",ตรวจเช็คเครอื่ งมอื กอ่ นเรมิ่ ปฎบิ ัตงิ ำน,,,,,,
43,1,5,動かす,うごかす,เดนิ เครอื่ ง,,"き か い うご
機械を動かす",เดนิ เครอื่ งจักรกล,,,,,,
43,1,6,運転（する）,うんてん（する）,การขับ (ขับ),,"けんせつき か い うんてん
建設機械を運転する",ขับเครอื่ งจักรกลกอ่ สรำ้ ง,,,,,,
43,1,7,測る,はかる,วัด,,"てっきん なが はか
鉄筋の長さを測る",วัดควำมยำวของเหล็กเสรมิ,,,,,,
43,1,8,操作（する）,そうさ（する）,"การควบคมุ การท างาน
(ควบคมุ การท างาน)",,"き か い そ う さ
機械を操作する",ควบคมุ กำรท ำงำนเครอื่ งจักรกล,,,,,,
43,1,9,停止（する）,ていし（する）,"การหยดุ (หยดุ ) , การจอด
(จอด)",,,,,,,,,
43,1,10,切る,きる,ตัด,,"き てっきん き
エンジンを切る、鉄筋を切る","ดับเครอื่ งยนต,์ ตัดเหล็กเสรมิ",,,,,,
43,1,11,回す,まわす,หมนุ,,,,,,,,,
43,1,12,押す,おす,"ผลัก, ดัน",,,,,,,,,
43,1,13,集める,あつめる,รวบรวม,,,,,,,,,
43,1,14,触る,さわる,"แตะตอ้ ง, สมั ผัส",,,,,,,,,
43,1,15,縛る,しばる,"มัด, รัด",,,,,,,,,
43,1,16,揃える,そろえる,"ท ำใหเ้ทำ่ กนั , จัดใหเ้สมอ",,"てっきん なが そろ
鉄筋の長さを揃える",ท ำใหค้ วำมยำวของเหล็กเสรมิ เทำ่ กนั,,,,,,
43,1,17,結ぶ,むすぶ,"ผกู , มัด",,"ざいりょう むす
材料をまとめてひもで結ぶ",มัดวัสดรุ วบรวมเขำ้ ดว้ ยกนั ดว้ ยเชอื ก,,,,,,
43,1,18,しゃがむ,しゃがむ,นั่งยองๆ,,,,,,,,,
43,1,19,調整（する）,ちょうせい（する）,การปรับ (ปรับ),,,,,,,,,
43,1,20,閉じる,とじる,ปิด,,,,,,,,,
44,1,1,取り出す,とりだす,เอาออก,,,,,,,,,
