(cid:535)របកែ(cid:688)ប,(cid:700)ក(cid:679)សព(cid:635),No.,Page,កា បកដរប,កា បកប្រប,កា បក្ប្គ្ប,កា បក្ប្រប,កា បក្ប្្ប,កា រក្ប្ប្រ,ចាំណា ពនយល់,ចំ(cid:622)រពន(cid:679)ល់,ចំណា ពនយល់,ចំណា ព្នយល់,ច្ំណា ពនយល់,ច្ំណា ព្នយល់,បូ ថត,មបៀបអាន,មរៀរអាន,រូបថត,រេប(cid:827)ប(cid:738)ន,វាកយសពទ,វាកយសព្ទ,វាក្យសពទ,វាក្យសព្ទ,វាក្យសព្ា,សញ្ញា,ឧ(cid:637)ហរណ៍,ឧទាហ ណ៍,ឧទាហ ណ្៍,ឧទាហ្ ណ៍
,,15,29,,,,សាែ មេញ្ជា កំណត់រីតាងំ,,,,,,,,,,じずみ,,,,,,,地墨,,,,"じ ずみ あ かたわく と つ
地墨に合わせて型枠を取り付ける",,
,,15,2,,,,(ដែល)រិនបាន,,,,,,,,,,だめ（な）,,,,,,,だめ（な）,,,,,,
,,15,44,,,,កណ្តា ល,,,,,,,,,,ちゅうしん,,,,,,,中心,,,,,,
,,15,35,ទុំហុំ ដផាកកាត់,,,,,,,,,,,,,せつだんすんぽう,,,,,切断寸法,,,,,,"せつだんすんぽう てっきん せつだん
切断寸法で鉄筋を切断する",,
,,15,38,,,,,ត្រចវាក់,,,,,,,,,くろーら,,,,,,,クローラ,,,,,,
,,15,10,,,,,,ការង្ករ,,,,,,,,,さぎょう,,,,,作業,,,,,,,
,,15,42,,ចង្ជាប់,,,,,,,,,,,,しばる,,,,,縛る,,,,,,,,
,,15,13,,,ស្នេ នភាពសុខភាពខល នួ,,,,,,,,,,,たいちょう,,,,,,体調,,,,,,,
,,15,12,,ប្ពីធ្ាើង,,,,,,,,,,,,こんせんと,,,,,コンセント,,,,,,,,
,,15,14,,(ការ)ធ្លា កច់ ោះ,,,,,,,,,,,,ついらく（する）,,,,墜落（する）,,,,,,,"か い こ う ぶ ついらく
開口部から墜落した",,
,,15,18,,,,ជភ្តើរភ ើងចុ៉ះ,,,,,,,,,,しょうこうかいだん,,,,,,,昇降階段,,,,,,
,,15,8,,,,គ្នប,,,,,,,,,,はさまれる,,,,,,挟まれる,,,,,"きかい て はさ
機械に手が挟まれた",,
,,15,1,,,,ឧរករណ៍ស វតថិភាព,,,,,,,,,,あんぜんそうち,,,,,,,安全装置,,,,,,
,,15,32,េរសេដែកពង្រឹរ,,,,,,,,,,,,,はばどめきん,,,,,幅止め筋,,,,,,"はば ど きん と つ
幅止め筋を取り付ける",,
,,15,6,,,,ហាមធម្របើម្រាស់,,,,,,,,,,しようきんし,,,,,,,使用禁止,,,,,,
,,15,5,,"ធានារា៉ារ់រងធលើធប្រគ្មុះ
ថ្នន ក់ការងារ",,,,,,,,,"ធានារា៉ារ់រងដដលផ្ាល់ប្រាក់សំណងសរ រ
កន ុងករណីមានថ្លៃការពាាលនិងមារន
យៈធពលព ំអាចធ្វើការងារានធដា យសារ
ធប្រគ្មុះថ្នន ក់ការងារ ឬកន ុងករណីមានពិការ
ភាពធៅមានរនា",,,ろうさいほけん,,,,労災保険,,,,,,,,,
,,16,45,,,,តផ្ម្ល,,,,,,,,,,あたい,,,,,,,値,,,,,,
,,16,32,េរសេដែកចប្ល ះេំណរ់,,,,,,,,,,,,,さしきん,,,,,差筋,,,,,,"さしきん
コンクリートに差筋をする",,
,,16,29,,,,"ចាក់សបត៉ុងសេាើង(សបត៉ុង
សចាល)",,,,,,,,,,すてこんくりーと,,,,,,,捨てコンクリート,,,,"す と わく せ っ ち
捨てコンクリートの止め枠を設置する",,
,,16,43,,សមងតួ,,,,,,,,,,,,かわかす,,,,,乾かす,,,,,,,,
,,16,35,ទុំហុំ ដកសនា,,,,,,,,,,,,,かこうすんぽう,,,,,加工寸法,,,,,,"か こ うすんぽうどお てっきん か こ う
加工寸法通りに鉄筋を加工する",,
"(cid:540)(cid:635)ស់(cid:671)(cid:572) ប់ឧបករណ៏
(cid:598)ក់ចេ(cid:647)(cid:693) ះសសរ",筋かい止めピン,16,20,,,,,,,,,,,,,,,,,すじかいとめぴん,,,,,,,"すじ と さ こ お ま
筋かい止めピンを差し込み折り曲げ
ておく",,,
,,16,23,,,,ចមន្ទល ះ,,,,,,,,,,すきま,,,,,,,,すき間,,,"ぼうおん ま あ
防音シートはすき間が空かないように
と つ
取り付ける",,
,,16,26,,,,ថ្នា សំ ំណក,,,,,,,,,,はくりざい,,,,,,,剥離剤,,,,"かたわく よ
コンクリートと型枠のはなれを良くする
は く りざい し よ う
ために剥離剤を使用する",,
,,16,10,,,,,,ការ្រជុំ,"មានការបៅការ្រជុំៃូចជា អងគ ្រជុំ
្រជុំបព្ល្ព្កឹ និង្រជុំរញ្ចរ់សងផ្ៃ
រ។",,,,,,,,みーてぃんぐ,,,,,ミーティング,,,,,,,
,,16,13,,,ឈាម,,,,,,,,,,,ち,,,,,,血,,,,,,,
,,16,12,,កផ្នាងធ្វើការ,,,,,,,,,,,,さぎょうば,,,,,作業場,,,,,,,,
,,16,42,,រត្មមឹ,,,,,,,,,,,,そろえる,,,,,揃える,,,,,,"てっきん なが そろ
鉄筋の長さを揃える",,
,,16,41,,,,,បរ់,,,,,,,,,せんかい,,,,,,,旋回,,,,,,
,,16,18,,,,កផ្លលងសប្ាក,,,,,,,,,,きゅうけいじょ,,,,,,,休憩所,,,,,,
,,16,14,,(ការ)បញ្ជា ក់,,,,,,,,,,,,かくにん（する）,,,,確認（する）,,,,,,,"しゅうい あんぜん かくにん
周囲の安全を確認する",,
,,16,38,,,,,គស្ក,,,,,,,,,きー（かぎ）,,,,,,,キー（鍵）,,,,"くるま かぎ
車の鍵",,
,,16,8,,,,្តវូ ាៃពាក្់ព័ៃធ,,,,,,,,,,まきこまれる,,,,,,巻き込まれる,,,,,"きかい て ま こ
1)機械に手が巻き込まれる
てぶくろ ばん ま こ
2)手袋がフライス盤に巻き込まれる",,
,,17,38,,,,,"ឧបករណ៏ការងារ
(attachment)",,,,,,,,,"さぎょうそうち
（あたっちめんと）",,,,,,,"作業装置
（アタッチメント）",,,,,,
,,17,42,,ចង្,,,,,,,,,,,,むすぶ,,,,,結ぶ,,,,,,"ざいりょう むす
材料をまとめてひもで結ぶ",,
,,17,12,,ត្ុធ្វើការ,,,,,,,,,,,,さぎょうだい,,,,,作業台,,,,,,,,
,,17,13,,,"ការដួលសនលបម់ ោយស្នរ
កមតៅ",,,,,,,,,,,ねっちゅうしょう,,,,,,熱中症,,,,,,,
,,17,18,,,,សមតថភាពនទកុ អតិបរា,,,,,,,,,,さいだいせきさいかじゅう,,,,,,,最大積載荷重,,,,,,
,,17,41,,,,,លោស វរថិភាេ,,,,,,,,,あんぜんろっく,,,,,,,安全ロック,,,,,,
,,17,10,,,,,,(ប្វើការ)កមមសិកា,,,,,,,,,けんしゅう（する）,,,,,研修（する）,,,,,,,
,,17,35,តុំណជា្់គ្នា,,,,,,,,,,,,,かさねつぎて,,,,,重ね継手,,,,,,"てっきん ど う し かさ つ ぎ て
鉄筋同士は重ね継手とする",,
,,17,29,,,,ការសចញកាា ពបី សគោ ល,,,,,,"សាា ៃភ្ជពលាៃកាា សចញពីមា ងនៃ
បនែករប់បៃៃោះនល វូ របេ់កបៃលងោក់
សជើង។របេិៃសបើអ្ែកមិៃែរងសហ្ើយ
សែើរជាៃ់វាោចមៃសរោោះថាែ ក់បណ្តា
លសោយធ្លល ក់។",,,,はねだし,,,,,,,はね出し,,,,"かべ だ かたわく く み た
壁からはね出してスラブ型枠を組立て
る",,
,,17,26,,,,កាា បញ្ឈរ,,,,,,,,,,けこみいた,,,,,,,けこみ板,,,,"いた と つ
けこみ板を取り付ける",,
តំណេជ(cid:822)ង,脚柱ジョイント,17,20,,,,,,,,,,,,,,,,,きゃくちゅうじょいんと,,,,,,,"きゃくちゅう さいご さ こ
脚柱ジョイントは最後まで差し込む",,,
,,17,23,,,,ពិនិតយផល វូ ថ្នល់,,,,,,,,,,とおりをみる,,,,,,,,通りを見る,,,"かたどお ね ぎ り で き とお
やり方通りで根切が出来ているか通
りをみる",,
,,17,43,,រាប់,,,,,,,,,,,,かぞえる,,,,,数える,,,,,,,,
,,17,32,េរសេដែកេេរបម្,,,,,,,,,,,,,はしらしゅきん,,,,,柱主筋,,,,,,"はしらしゅきん く み た
柱主筋を組立てる",,
,,17,45,,,,(ការាន)ម្សេរភាព,,,,,,,,,,あんてい（する）,,,,,,,安定（する）,,,,,,
,,17,8,,,,(មាៃ)រលាក្,,,,,,,,,,やけど（する）,,,,,,やけど（する）,,,,,,,
,,18,23,,,,តមេលើង,,,,,,,,,,くみたて,,,,,,,,組立,,,"あ し ば く み た
足場を組立てる",,
,,18,35,តុំណគ្នប,,,,,,,,,,,,,あっせつつぎて,,,,,圧接継手,,,,,,"てっきん ど う し あっせつつ ぎ て
鉄筋同士は圧接継手とする",,
,,18,26,,,,ំបូងោក់កាច់ម្ ងុ,,,,,,,,,,めじぼう,,,,,,,目地棒,,,,"かたわく め じ ぼう と つ
型枠に目地棒を取り付ける",,
,,18,45,,,,ទាំហាំ,,,,,,,,,,おおきさ,,,,,,,大きさ,,,,,,
,,18,32,ោក់េរសេដែកកន គរេេរ,,,,,,,,,,,,,はしらはいきん,,,,,柱配筋,,,,,,"はしらはいきん ず め ん かくにん
柱配筋を図面で確認する",,
(cid:540)(cid:645)ស់ត(cid:671)(cid:572) ប់,連結ピン,18,20,,,,,,,,,,,,,,,,,れんけつぴん,,,,,,,"れんけつ さいご さ こ
連結ピンは最後まで差し込む",,,
,,18,29,,,,ភ្ជពសប៉ា ងច៉ុោះ,,,,,,,,,,はらみ,,,,,,,はらみ,,,,"だ せ つちゅう かたわく
コンクリート打設中に型枠のはらみを
かくにん
確認する",,
,,18,8,,,,្្ះរ,,,,,,,,,,おちる,,,,,,落ちる,,,,,"かいだん お
階段から落ちる",,
,,18,12,,ការដ្ឋា នសំណង់,,,,,,,,,,,,こうじげんば,,,,,工事現場,,,,,,,,
,,18,18,,,,កផ្លលងជក់បារី,,,,,,,,,,きつえんじょ,,,,,,,喫煙所,,,,,,
,,18,13,,,េង់កអ តួ,,,,,,,,,,,はきけ,,,,,,吐き気,,,,,,,
,,18,43,,ចលើក,,,,,,,,,,,,はこぶ,,,,,運ぶ,,,,,,,,
,,18,42,,អង្គ ុយ(ដចាង្ដោង្),,,,,,,,,,,,しゃがむ,,,,,しゃがむ,,,,,,,,
,,18,11,,,,,,(ប្វើការ)សិកា,,,,,,,,,じっしゅう（する）,,,,,実習（する）,,,,,,,
,,18,41,,,,,សសរស វរថិភាេ,,,,,,,,,あんぜんしちゅう,,,,,,,安全支柱,,,,,,
,,18,38,,,,,ម៉ា សុីន,,,,,,,,,えんじん,,,,,,,エンジン,,,,"き
エンジンをかける、エンジンを切る",,
,,19,41,,,,,(ោរ)បខ្នថម,,,,,,,,,ほきゅう（する）,,,,,,,補給（する）,,,,"ねんりょう ほきゅう
エンジンをかけたまま燃料を補給して
はいけない",,
,,19,43,,លទកុ,,,,,,,,,,,,つむ,,,,,積む,,,,,,"ざいりょう つ
材料をくずれないように積む",,
,,19,42,,(ការ)ថកសំរលួ,,,,,,,,,,,,ちょうせい（する）,,,,,調整（する）,,,,,,,,
,,19,18,,,,ភរៀបចំ សណ្តត ប់ធ្លន ប់,,,,,,,,,,せいりせいとん,,,,,,,整理整頓,,,,,,
,,19,13,,,(ការ)កអ តួ,,,,,,,,,,,おうと（する）,,,,,,嘔吐（する）,,,,,,,
,,19,12,,អែកដឹកនាំប្កមុ,,,,,,,,,,,,しょくちょう,,,,,職長,,,,,,,,"あしばくみたて しょくちょう し じ したが
足場組立は 職長の指示に従う"
,,19,11,,,,,,ររវកិចច,,,,,,,,,あいさつ,,,,,あいさつ,,,,,,,
,,19,30,,,,ននៃខាងម៉ុខ,,,,,,,,,,まえつら,,,,,,,前面,,,,"まえつら そろ
前面を揃える",,
,,19,35,ដផាកឡបើកចុំហរ,,,,,,,,,,,,,かいこうぶ,,,,,開口部,,,,,,"かい こ う ぶ かいこうほきょうきん と つ
開口部には開口補強筋を取り付ける",,
,,19,26,,,,សបត្ុង,,,,,,,,,,こんくりーと,,,,,,,コンクリート,,,,"かたわく なが こ
型枠にコンクリートを流し込む",,
,,19,23,,,,ការផ្ គំេូលដ្ឋា ន,,,,,,,,,,じぐみ,,,,,,,,地組,,,"した じ ぐみ あ し ば あ
下で地組した足場をクレーンで上げ
うえ と つ
て上で取り付ける",,
,,19,39,,,,,ម៉ា សុីនគត្របើម៉ា សូ រ,,,,,,,,,でぃーぜるえんじん,,,,,,,ディーゼルエンジン,,,,,,
ែដកតំណ,ジョイント金具,19,20,,,,,,,,,,,,,,,,,じょいんとかなぐ,,,,,,,"かなぐ かくじつ さいご
ジョイント金具は確実に最後までは
める",,,
,,19,32,េរសេង្កឡា,,,,,,,,,,,,,すらぶきん,,,,,スラブ筋,,,,,,"きん しょてい く み た
スラブ筋を所定のピッチで組立てる",,
,,19,45,,,,ចាំនួន,,,,,,,,,,かず,,,,,,,数,,,,,,
,,19,8,,,,រអិល,,,,,,,,,,すべる,,,,,,すべる,,,,,"ゆか
床がすべる",,
,,20,41,,,,,(ោរ)ចររថយនត,,,,,,,,,ちゅうしゃ（する）,,,,,,,駐車（する）,,,,,,
,,20,12,,អែកទទួលខុសប្ត្វូ ការងារ,,,,,,,,,,,,さぎょうせきにんしゃ,,,,,作業責任者,,,,,,,,
,,20,18,,,,នល វូ សុវតថិភាព,,,,,,,,,,あんぜんつうろ,,,,,,,安全通路,,,,,,
,,20,9,,,,ែួល,,,,,,,,,,ころぶ,,,,,,転ぶ,,,,,"こうじょう ころ
工場ですべって転んだ",,
,,20,42,,បិទ,,,,,,,,,,,,とじる,,,,,閉じる,,,,,,,,
,,20,11,,,,,,(ប្វើការ)រញ្ញា ក់,,,,,,,,,かくにん（する）,,,,,確認（する）,,,,,,,
,,20,43,,ដាក់េុោះ,,,,,,,,,,,,おろす,,,,,下ろす,,,,,,"に だ い に も つ お
トラックの荷台から荷物を下ろす",,
,,20,13,,,សាំយ ុងមជើង,,,,,,,,,,,あしがつる,,,,,,足がつる,,,,,,,
,,20,24,,,,ខ្ផនកខ្ទងមលើននសំណង់,,,,,,សលះមគមៅថា「上端（うわば）អ្ ុ វ៉ាប」,,,,てんば,,,,,,,,天端,,,"て ん ば へいかつ
コンクリートの天端をコテで平滑にな
らす",,
,,20,35,សុំណាញ់ ដែកផា,,,,,,,,,,,,,ようせつかなあみ,,,,,溶接金網,,,,,,"ど ま はいきん ようせつかなあみ し よ う
土間配筋は溶接金網を使用する",,
,,20,30,,,,រ៉ុុំព័រធ,,,,,,,,,,ようじょう,,,,,,,養生,,,,"だ せ つ ご ようじょう
コンクリート打設後に養生をおこなう",,
,,20,45,,,,ភាពខុសគ្នា,,,,,,,,,,ごさ,,,,,,,誤差,,,,,,
,,20,32,េរសេង្គឹះ,,,,,,,,,,,,,べーすきん,,,,,ベース筋,,,,,,"きん く み た
ベース筋を組立てる",,
,,20,39,,,,,គត្របងម៉ា សុីន,,,,,,,,,えんじんおいる,,,,,,,エンジンオイル,,,,,,
ប(cid:694)(cid:814)ក(cid:676)នដង,レバーブロック,20,20,,,,,,,,,,,,,,,,,ればーぶろっく,,,,,,,"しざい こてい
レバーブロックで資材を固定する",,,
,,20,26,,,,ឧបករណ៏វាស់ ផ្វង,,,,,,,,,,こんべっくす,,,,,,,コンベックス,,,,"すんぽう はか
コンベックスで寸法を測る",,
,,21,36,ការែឹកឡចញ,,,,,,,,,,,,,はんしゅつ,,,,,搬出,,,,,,"のこ てっきん げ ん ば はんしゅつ
残った鉄筋を現場から搬出する",,
,,21,27,,,,សម្នរស ការង្ករ,,,,,,,,,,さぎょうようてぶくろ,,,,,,,作業用手袋,,,,"さぎょうようてぶくろ もち かたわくさぎょう
作業用手袋を用いて型枠作業をおこ
なう",,
,,21,24,,,,ចំណងTamagake,,,,,,,,,,たまかけ・たまがけ,,,,,,,,玉掛け,,,"ざいりょう つ あ さい あんぜん い ち
材料を吊り上げる際は安全な位置に
たまかけ
玉掛けをおこなう",,
,,21,39,,,,,ម៉ា សុីនស្កកថ្ម,,,,,,,,,"おるたねーた
（じゅうでんはつでんき）",,,,,,,"オルタネータ
（充電発電機）",,,,,,
(cid:676)៉សុីនរ(cid:622)រ,電動のこ（丸のこ）,21,20,,,,,,,,,,,,,,,,,"でんどうのこ（まるの
こ）",,,,,,,"かたわく せつだん まる しよう
型枠の切断は丸のこを使用する",,,
,,21,33,"េរសេដែកេប់េល់ការ
ដបកបបតុរេេរ( វឺប ព)ុ",,,,,,,,,,,,,おびきん（ふーぷ）,,,,,帯筋（フープ）,,,,,,"おびきん く み た
帯筋を組立てる",,
,,21,45,,,,កន ុង,,,,,,,,,,なか,,,,,,,中,,,,,,
,,21,30,,,,កំពេ់,,,,,,,,,,れべる,,,,,,,レベル,,,,"そくりょう
レベルを測量する",,
,,21,9,,,,បសើម,,,,,,,,,,ぬれる,,,,,,濡れる,,,,,,,
,,21,11,,,,,,(ប្វើការ)ការោយការណ៍,,,,,,,,,ほうこく（する）,,,,,報告（する）,,,,,,,
,,21,43,,ឃ្លែ តចេញ,,,,,,,,,,,,はなれる,,,,,離れる,,,,,,,,
,,21,41,,,,,អនកលថមើរល ើង,,,,,,,,,ほこうしゃ,,,,,,,歩行者,,,,,,
,,21,13,,,មិនប្សួលខល នួ,,,,,,,,,,,きぶんがわるい,,,,,,気分が悪い,,,,,,,
ឧបករណ៏េ(cid:598)ះប៊ូឡ(cid:813) ង,モンキースパナ,22,21,,,,,,,,"ខ(cid:693)ះេគេ(cid:729)(cid:632)
(「モンキーレンチ」
「ម៉ុងគីេរ(cid:843)នជ」ិ )",,,,,,,,,もんきーすぱな,,,,,,,"し ゆる
モンキースパナでナットを締める・緩
める",,,
,,22,39,,,,,អាេុយ,,,,,,,,,ばってり,,,,,,,バッテリ,,,,,,
,,22,9,,,,អនាម័យ,,,,,,,,,,えいせい,,,,,,衛生,,,,,,,
,,22,11,,,,,,(ប្វើការ)ទាក់ទង,,,,,,,,,れんらく（する）,,,,,連絡（する）,,,,,,,
,,22,45,,,,ទទយុ,,,,,,,,,,はんたい,,,,,,,反対,,,,,,
,,22,33,េរសេខារបង្កាម្ខារចុរ,,,,,,,,,,,,,したばきん,,,,,下端筋,,,,,,"し た ばきん く み た
下端筋を組立てる",,
,,22,30,,,,បបងបចក,,,,,,,,,,わりつけ,,,,,,,割付,,,,"かたわく わ つ
型枠を割り付ける",,
,,22,36,ការែឹកចូល,,,,,,,,,,,,,はんにゅう,,,,,搬入,,,,,,"てっきん げ ん ば はんにゅう
鉄筋を現場に搬入する",,
,,22,41,,,,,រថយនត,,,,,,,,,しゃりょう,,,,,,,車両,,,,,,
,,22,13,,,មគ្ងមិនប្គ្ប់,,,,,,,,,,,ねぶそく,,,,,,寝不足,,,,,,,
,,22,24,,,,សញ្ញា,,,,,,,,,,あいず,,,,,,,,合図,,,"じゅうきさぎょう あ い ず あんぜん おこな
重機作業は合図をもって安全に行う",,
,,22,27,,,,ផ្ កបញ្ច លូ,,,,,,,,,,さしがね,,,,,,,差金,,,,"さしがね すんぽう はか
差金で寸法を測る",,
(cid:688)បព័ន(cid:640)ែខ(cid:717)សុវត(cid:630)ិ(cid:671)ព,親綱支柱,23,21,,,,,,,,េម,,,,,,,,,おやづなしちゅう,,,,,,,"おやづな は い ち おやづなしちゅう と
親綱を張る位置に親綱支柱を取り
つ
付ける",,,
,,23,24,,,,េងន់តេខ្ទន ត,,,,,,,,,,ていかくかじゅう,,,,,,,,定格荷重,,,"ていかくかじゅう こ つ さぎょう
定格荷重を超えて吊りもの作業はお
こなわない",,
,,23,27,,,,ផ្រ៉ាម្ត្សទង់,,,,,,,,,,すいへいき,,,,,,,水平器,,,,"すいへい き かたむ ちょうせい すいへい
水平器で傾きを調整し水平にする",,
,,23,45,,,,ជុាំែញិ,,,,,,,,,,まわり,,,,,,,周り,,,,,,
,,23,33,េរសេខារចុរខារបលើ,,,,,,,,,,,,,うわばきん,,,,,上端筋,,,,,,"うえはしきん く み た
上端筋を組立てる",,
,,23,30,,,,ឧបករណ៏ បែកបងោប់,,,,,,,,,,うめこみかなもの,,,,,,,埋め込み金物,,,,"かたわく う こ かなもの
型枠にはあらかじめ埋め込み金物を
と つ
取り付ける",,
,,23,39,,,,,គត្របងឥណឌន:,,,,,,,,,ねんりょう,,,,,,,燃料,,,,,,
,,23,36,ន្គឹោះ,,,,,,,,,គឺជាន្គឹោះរបស់អគ្នរ,,,,きそ,,,,,基礎,,,,,,"き そ はいきん
基礎の配筋をおこなう",,
,,23,13,,,សាំណាញ់សុវតេិភាព,,,,,,,,,,,あんぜんねっと,,,,,,安全ネット,,,,,,,
,,23,41,,,,,ដ្ ងុ លមើលមិនល ើញ,,,,,កខ្នាងលមើលមិនល ើញ,,,,しかく,,,,,,,死角,,,,,,
,,23,11,,,,,,(ប្វើការ)ព្ិភាកា,,,,,,,,,そうだん（する）,,,,,相談（する）,,,,,,,
,,23,9,,,,(ប្វីការ)្បមែៀស,,,,,,,,,,ひなん（する）,,,,,,避難（する）,,,,,,,
,,24,41,,,,,ដ្មល,,,,,,,,,しゃめん,,,,,,,斜面,,,,"やま の しゃめん のぼ
山の斜面を上る",,
,,24,45,,,,ខ្នា ត សាគុ,,,,,,1សាគ≒ុ 30.3㎝,,,,しゃく,,,,,,,尺,,,,,,
,,24,36,តុំណឡដាយមា៉ា សុី្,,,,,,,,,,,,,きかいしきつぎて,,,,,機械式継手,,,,,,"てっきん ど う し き か い し き つ ぎ て
鉄筋同士は機械式継手とする",,
,,24,39,,,,,គត្របងត្រស្កល(ម៉ា សូ រ),,,,,,,,,けいゆ,,,,,,,軽油,,,,,,
,,24,33,េរសេបម្,,,,,,,,,,,,,しゅきん,,,,,主筋,,,,,,"しゅきん く み た
主筋を組立てる",,
,,24,30,,,,ការបំ បបក,,,,,,,,,,かいたいする（ばらす）,,,,,,,解体する（バラス）,,,,"かたわく かいたい
型枠を解体する（バラス）",,
,,24,24,,,,បញ្ឈរ,,,,,,,,,,たち,,,,,,,,たち,,,"あ しばしち ゅ う み すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",,
,,24,27,,,,បិចសធវើព៊ីឬសែ៊ី,,,,,,,,,,すみさし,,,,,,,墨さし,,,,"すみ すみ
墨さしを墨つぼにつける",,
ែកង(cid:688)ទ,ブラケット,24,21,,,,,,,,"ខ(cid:693)ះេគេ(cid:729)(cid:632) (「持送り」「ម៉ូជិ
អូគុ រ」(cid:809))",,,,,,,,,ぶらけっと,,,,,,,"あしば と つ
足場にブラケットを取り付ける",,,
,,24,13,,,ប្តួតពិនិតយសុវតេិភាព,,,,,,,,,,,あんぜんてんけん,,,,,,安全点検,,,,,,,
,,24,11,,,,,,ឆ្លងកាត់,"មានការបៅការ្រជុំៃូចជា អងគ ្រជុំ
្រជុំបព្ល្ព្កឹ និង្រជុំរញ្ចរ់សងផ្ៃ
រ។",,,,,,,,わたす,,,,,渡す,,,,,,,
,,24,9,,,,ឡាៃសប្ងាគ ះបនាា ៃ់,,,,,,,,,,きゅうきゅうしゃ,,,,,,救急車,,,,,,,
,,25,33,េរសេដែកលកាណ:នអឹរជំនឺ,,,,,,,,,,,,,あばらきん,,,,,あばら筋,,,,,,あばら筋を組立てる,,
,,25,36,"ការន្តួតពិ្ិតយការដាក់
សរសសដែក",,,,,,,,,,,,,はいきんけんさ,,,,,配筋検査,,,,,,"せっけいかんりしゃ はいきんけ ん さ ごうかく
設計監理者による配筋検査に合格す
る",,
,,25,45,,,,ម្ខៀែ,,,,,,,,,,あお,,,,,,,青,,,,,,
,,25,41,,,,,(ោរ)រលមៀល,,,,,,,,,てんあつ（する）,,,,,,,転圧（する）,,,,"てんあつさぎょう
ローラで転圧作業をする",,
,,25,9,,,,ប្គ្នះមហៃតោយ,,,,,,,,,,さいがい,,,,,,災害,,,,,,,
,,25,11,,,,,,ពាកែបសនើសុំ,,,,,,,,,しんせいしょ,,,,,申請書,,,,,,,
ជេណ(cid:625)(cid:822)រ(cid:598)ក់,梯子,25,21,,,,,,,,,,,,,,,,,はしご,,,,,,,,,,
,,25,27,,,,ប្ទ ត្់ ផ្ខ្ែ,,,,,,,,,,すみつぼ,,,,,,,墨つぼ,,,,"すみ すみ
墨さしを墨つぼにつける",,
,,25,39,,,,,ត្រ្វ ំង,,,,,,,,,ぶれーき,,,,,,,ブレーキ,,,,"ふ
ブレーキを踏む",,
,,25,30,,,,ករមេ់រ្ប,,,,,,,,,,かぶりすんぽう,,,,,,,かぶり寸法,,,,"てっきん かたわく すんぽう かくにん
鉄筋と型枠のかぶり寸法を確認する",,
,,25,24,,,,មេការ,,,,,,,,,,しょくちょう,,,,,,,,職長,,,"あ し ばくみたて しょくちょう し じ したが
足場組立は職長の指示に従う",,
,,26,45,,,,ប្កហម្,,,,,,,,,,あか,,,,,,,赤,,,,,,
,,26,11,,,,,,(ប្វើការ)បគ្ង្ជលុ,,,,,,,,,ねぼう（する）,,,,,寝坊（する）,,,,,,,
,,26,9,,,,ការរញ្ជ យួ ែី,,,,,,,,,,じしん,,,,,,地震,,,,,"じ しん お
地震が起きる",,
,,27,9,,,,មុ្,,,,,,,,,,もぐる,,,,,,もぐる,,,,,"じ しん つくえ した
地震だ！机の下にもぐれ！",,
,,27,45,,,,ស,,,,,,,,,,しろ,,,,,,,白,,,,,,
,,28,45,,,,ម្លឿង,,,,,,,,,,きいろ,,,,,,,黄色,,,,,,
