"だ い       か       き     そ
第1課基礎30",Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 10,Unnamed: 17,Unnamed: 25
"だい       か   けんせつき か い せ こ う
第20課 建設機械施工②",,,,,,,
Pelajaran 20   Konstruksi Dengan Mesin Konstruksi ②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,,,
14,アイドリング,あいどりんぐ,,Keadaan saat mesin bekerja tetapi kendaraan (mobil) tidak bergerak.,,,
15,走行,そうこう,,Berjalan/Melaju,,,
16,旋回,せんかい,,Putaran,,,
17,安全ロック,あんぜんろっく,,Alat pelindung bahaya,,,
18,安全支柱,あんぜんしちゅう,,Safety pillar (Tiang pengaman),,,
19,補給（する）,ほきゅう（する）,,Suplai (Mensuplai),,,
20,駐車（する）,ちゅうしゃ（する）,,Parkir (Memarkirkan),,,
21,歩行者,ほこうしゃ,,Pejalan kaki,,,
22,車両,しゃりょう,,Kendaraan,,,
23,死角,しかく,,Titik buta (Posisi tidak terlihat),,,
24,斜面,しゃめん,,Lereng,,,
25,転圧（する）,てんあつ（する）,,Giling (Menggiling),,,
"だい       か   さぎょうど う し
第21課 作業動詞①",,,,,,,
Pelajaran 21  Kata Kerja Bidang Kerja ①,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,,,
1,接触（する）,せっしょく（する）,,Tabrak (Menabrak),,,
2,作動（する）,さどう（する）,,Hidup (Menghidupkan),,,
3,整備（する）,せいび（する）,,Perbaikan (Memperbaiki),,,
4,点検（する）,てんけん（する）,,Periksa (Memeriksa),,,
5,動かす,うごかす,,Menggerakkan,,,
6,運転（する）,うんてん（する）,,Kemudi (Mengemudi),,,
7,測る,はかる,,Mengukur,,,
8,操作（する）,そうさ（する）,,Operasi (Mengoperasikan),,,
9,停止（する）,ていし（する）,,Henti (Menghentikan),,,
10,切る,きる,,Memotong,,,
11,回す,まわす,,Memutar,,,
12,押す,おす,,Mendorong,,,
13,集める,あつめる,,Mengumpulkan,,,
14,触る,さわる,,Menyentuh,,,
15,縛る,しばる,,Mengikat,,,
16,揃える,そろえる,,Menyamaratakan,,,
17,結ぶ,むすぶ,,Mengikat,,,
18,しゃがむ,しゃがむ,,Berjongkok,,,
19,調整（する）,ちょうせい（する）,,"Penyesuaian
(Menyesuaikan)",,,
20,閉じる,とじる,,Menutup,,,
"だい       か   さぎょうど う し
第22課 作業動詞②",,,,,,,
Pelajaran 22   Kata Kerja Bidang Kerja ②,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),,Terjemahan,Annotasyon,Contoh,
1,取り出す,とりだす,,Mengeluarkan,,,
2,戻す,もどす,,Mengembalikan,,"つか               こ   う   ぐ         も と         ば  し   ょ         も ど
使った工具は元の場所に戻す","Mengembalikan alat ke tempat
semula."
3,仕上げる,しあげる,,Menyelesaikan,,,
4,折れる,おれる,,Patah,,"く ぎ           お
釘が折れる",Paku nya patah.
5,欠ける,かける,,Sumbing (Patah),,"ま る                        は             か
丸のこの刃が欠ける",Pisau gergaji besi sumbing.
6,近づく,ちかづく,,Mendekat,,"さぎょ うち ゅう        じ ゅ う き        ち か
作業中の重機に近づかない",Jangan mendekati alat berat saat kerja.
7,電源を入れる,でんげんをいれる,,Menghidupkan listrik,,,
8,電源を落とす,でんげんをおとす,,Mematikan listrik,,,
9,スイッチを切る,すいっちをきる,,Mematikan saklar,,,
10,固定（する）,こてい（する）,,Fiksasi (Menguatkan),,,
11,ゆるめる,ゆるめる,,Mengendurkan,,ボルトをゆるめる,Mengendurkan baut.
12,伸ばす,のばす,,Memanjangkan,,,
13,外す,はずす,,Melepas,,"あ ん ぜん                             は ず
安全カバーを外す",Melepas tutup pengaman.
14,曲げる,まげる,,Membengkokkan,,"て っ き ん          ま
鉄筋を曲げる",Membengkokkan tulangan baja.
15,出す,だす,,Mengeluarkan,,,
16,乾かす,かわかす,,Mengeringkan,,,
17,数える,かぞえる,,Menghitung,,,
18,運ぶ,はこぶ,,Membawa,,,
19,積む,つむ,,Menumpuk,,"ざいりょう                                                               つ
材料をくずれないように積む",Menumpuk material agar tidak roboh.
20,下ろす,おろす,,Menurunkan,,"に  だ  い                に  も  つ          お
トラックの荷台から荷物を下ろす",Menurunkan barang dari bak truk.
21,離れる,はなれる,,Menjauhi,,,
"だい       か   そくてい
第23課測定",,,,,,,
Pelajaran 23   Pengukuran,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),Terjemahan,,,,
1,位置,いち,Posisi,,,,
2,寸法,すんぽう,Ukuran,,,,
3,測定（する）,そくてい（する）,Pengukuran (Mengukur),,,,
4,計測（する）,けいそく（する）,Takar (Menakar),,,,
5,計測器,けいそくき,Alat ukur,,,,
6,温度,おんど,Suhu,,,,
7,高さ,たかさ,Ketinggian,,,,
8,長さ,ながさ,Panjang,,,,
9,重さ,おもさ,Berat,,,,
10,厚さ,あつさ,Ketebalan,,,,
11,硬さ,かたさ,Kekerasan,,,,
12,深さ,ふかさ,Kedalaman,,,,
13,表面,ひょうめん,Permukaan,,,,
14,すきま,すきま,Celah,,,,
15,中心,ちゅうしん,Pusat/Tengah,,,,
"だい       か   そくてい
第23課測定",,,,,,,
Pelajaran 23   Pengukuran,,,,,,,
No.,Kosakata,Cara membaca (Hiragana),Terjemahan,,,,
16,値,あたい,Nilai,,,,
17,安定（する）,あんてい（する）,Stabil (Menstabilkan),,,,
18,大きさ,おおきさ,Besarnya,,,,
19,数,かず,Banyak/Jumlah,,,,
20,誤差,ごさ,Selisih,,,,
21,中,なか,Dalam,,,,
22,反対,はんたい,Terbalik/Berlawanan,,,,
23,周り,まわり,Sekitar,,,,
24,尺,しゃく,"30,3 sentimeter",,,,
25,青,あお,Biru,,,,
26,赤,あか,Merah,,,,
27,白,しろ,Putih,,,,
28,黄色,きいろ,Warna kuning,,,,
"だ い           か                             に   ほ   ん   ご                                            ひょうげん
第24課コラム  日本語のいろいろな表現",,,,,,,
Pelajaran 24   Kolom Berbagai Ungkapan Bahasa Jepang,,,,,,,
"げんば                          こと             ひょうげん
１． 現場によって異なる表現
にほん                    ちほう                               おな      いみ                   こと             ひょうげん                                                               ほうげん           い                        たと             した                        れい                                              ぎもん           おも
日本では、地方によって、同じ意味でも異なる表現をすることがあります。「方言」と言います。例えば下のような例がありますので、疑問に思うことがあった
いっしょ         はたら  ひと       たず
ら、一緒に働く人に尋ねてみましょう。",,,,,,,
"1. Ungkapan menurut bidang kerja.
Di Jepang ungkapan berbeda-beda menurut bidang kerjanya. Disebut juga sebagai “dialek”. Misalnya  seperti yang tertulis di
bawah ini, bila ada pertanyaan mari kita bertanya kepada orang yang bekerja bersama kita.",,,,,,,
No.,Kosakata,Cara membaca (Hiragana),Terjemahan,,,,
1,片づける,かたづける,"Membereskan(Mengem
balikan seperti semula)",,,,
2,捨てる,すてる,Membuang,,,,
3,掃く,はく,Menyapu,,,,
4,持ち上げる,もちあげる,Mengangkat.,,,,
5,束ねる,たばねる,Bundel,,,,
6,足をくじく,あしをくじく,Keseleo,,,,
"だ い           か                             に   ほ   ん   ご                                            ひょうげん
第24課コラム  日本語のいろいろな表現",,,,,,,
Pelajaran 24   Kolom Berbagai Ungkapan Bahasa Jepang,,,,,,,
"げんば                          こと             ひょうげん
2． 現場によって異なる表現
けんせつげんば           つか     どうぐ               ちほう        ねんだい       かいしゃ                            おな                              ちが     よ          かた                                                            たと             した                        れい                                 みな                  げんば          つか     ひょ
建設現場で使う道具は、地方、年代や会社によって、同じものでも違う呼び方をすることがあります。例えば下のような例があります。皆さんの現場で使う表
うげん                          おぼ                           べんり
現をメモして覚えておくと便利です。",,,,,,,
"2. Ungkapan menurut bidang kerja.
Nama-nama atau penyebutan peralatan yang digunakan di tempat kerja konstruksi kadang berbeda tergantung daerah, generasi dan komunitasnya. Misalnya seperti yang tertulis di bawah ini. Mudah bila bila kita mencatat dan menghafal ungkapan-ungkapan ini untuk penggunaan di tempat kerja kita.",,,,,,,
No.,Kosakata,Cara membaca (Hiragana),Terjemahan,,,,
1,一輪車,いちりんしゃ,Kendaraan satu roda,,,,
2,支柱,しちゅう,tiang pancang/penyanggah,,,,
3,ショベル,しょべる,"Alat keruk, ekskavator",,,,
4,かけや,かけや,Palu besar,,,,
"だ い           か                             に   ほ   ん   ご                                            ひょうげん
第24課コラム  日本語のいろいろな表現",,,,,,,
Pelajaran 24   Kolom Berbagai Ungkapan Bahasa Jepang,,,,,,,
"けんせつげんば         どくとく          ひょうげん
3． 建設現場の独特な表現
けんせつげんば           いちばんたいせつ                    あんぜん                                            きけん           とき                                    きけん                                                   こうどう                         とき           おおごえ        こえ                                              きび          ど  な
建設現場で一番大切なのは安全です。そのため、危険な時や、あなたが危険につながりそうな行動をとった時は、大声で声をかけられたり、厳しく怒鳴られ
いっしょ         はたら  ひと                   あんぜん       まも                          ことば                                                                                                        けっ                                    ばとう
ることがあります。それらはあなたや、あなたと一緒に働く人たちの安全を守るための言葉です。びっくりするかもしれませんが、決してあなたを罵倒するため
ことば                                                  あんぜん       こころがけ              じこ              お                                     ちゅうい                               ひじょうじたい                   きんきゅうせい       たか       ばあい             とく        ひょうげん      みじ     つよ                                  おお
の言葉ではありません。安全に心掛けて、事故を起こさないよう注意しましょう。非常事態など緊急性が高い場合は、特に表現が短く強くなる                                                                                                                               ことが多いで
す。",,,,,,,
"3.Ungkapan khusus di lapangan bidang kerja konstruksi
Di lapangan kerja bidang konstruksi yang terpenting adalah keselamatan. Untuk itu apabila ada hal-hal yang berbahaya, atau anda melakukan hal-hal yang dapat menimbulkan bahaya akan ditegur, dibentak dengan suara keras.  Teguran tersebut bertujuan untuk menjaga keselamatan kita bersama. Mungkin anda akan kaget mendengarnya, tetapi itu bukan berarti penghinaan terhadap anda. Tetapi untuk mengingatkan kita agar selamat. Mari kita berhati-hati jangan sampai menimbulkan kecelakaan. Pada kasus yang sifatnya darurat atau mendesak kerap kali ungkapannya pendek dan keras.",,,,,,,
Tabel keluar,,,Terjemahan,,,,
ぼんやりするな！ケガするぞ。,,,Jangan melamun! nanti kecelakaan.,,,,
"あぶ
ばかやろう！危ない！",,,"Bodoh kamu, bahaya !",,,,
"なに                                        あぶ                           もど
何やってんだ。危ないぞ。戻れ！",,,"Ngapain sih. bahaya loh, kembali ke tempat semula !",,,,
"もど
いいから、戻ってこい！",,,"Ya sudah, kembali",,,,
"かって              なか         はい
勝手に中に入るな！",,,Jangan sembarangan  masuk ke dalam!,,,,
"だ い           か                             に   ほ   ん   ご                                            ひょうげん
第24課コラム  日本語のいろいろな表現",,,,,,,
Pelajaran 24   Kolom Berbagai Ungkapan Bahasa Jepang,,,,,,,
"しつもん     かくにん
4．質問・確認することの大切さ
さぎょう         まえ       かなら    しつもん                かくにん                                                                                さぎょう                       じこ               お               かのうせい            たか                                         きけん                    に
わからないことがあったら、作業の前に必ず質問して、確認してください。わからないまま作業すると、事故が起きる可能性が高くなって、と                                                                                                                               ても危険です。日
ほん       しょくば                あんぜん       かん            しつもん                                   は                                                                                   せっきょくてき        しつもん                あんぜん       さぎょう
本の職場では安全に関する質問をすることは恥ずかしいことではありません。積極的に質問して、安全に作業しましょう。",,,,,,,
"4. Pentingnya bertanya dan memastikan.
Mohon pastikan betul bila ada pertanyaan dan hal yang belum dipahami. Bila membiarkan bekerja dalam keadaan tidak paham, maka besar kemungkinan menimbulkan kecelakaan yang amat berbahaya. Di dalam tempat kerja di Jepang bertanya hal terkait keselamatan bukan hal yang tabu. Mari kita bekerja dan bertanya secara akftif.",,,,,,,
Tabel keluar,,,Terjemahan,,,,
どうしてですか。,,,Ada apa.,,,,
これでいいですか。,,,Apakah ini boleh.,,,,
"いちど              ねが
すみません。もう一度お願いします。",,,Mohon maaf,,,,
"つか                                             いちど       おし
これはどうやって使いますか。もう一度教えてください。",,,Bagaimana cara menggunakan ini. mohon beritahu sekali lagi.,,,,
"まる
すみません。「丸のこ」ってどれですか。",,,"Maaf, yang disebut ""gergaji listrik"" yang mana.",,,,
"いみ
「ケレンがけ」ってどういう意味ですか。",,,"Yang disebut ""mengamplas"" apa artinya.",,,,
