"だ い       か       き     そ
第1課基礎30",Unnamed: 2,Unnamed: 9,Unnamed: 11,Unnamed: 12,Unnamed: 18,Unnamed: 28,Unnamed: 35
6,油圧ショベル,ゆあつしょべる,,គត្រេឿងចត្រកកាយែីអីុត្រែូ លិក,ម៉ា សីុនដែលបំពាក់ដប៉ាលអាចគ្វើ ការងារបានគត្រចើនដបបយ៉ា ងគោយ ត្រាន់ដរបត រូជំនួសឧបករណ៏ការងារ (attachment),,
7,バックホウ,ばっくほう,,ត្រាក់ទរ័កាយែី(គអសស្កា ),េឺជាគត្រេឿងចត្រកដែលទូគៅបំផុរគៅ កន ុងចំគោមគត្រេឿងចត្រកកាយែីអីុត្រែូ លិក គេដរងគ ើញញឹកញាប់ គត្របើសំ រាប់ជីកគៅខាងគត្រកាមែី,,
8,ローディングショベル,ろーでぃんぐしょべる,,គត្រេឿងចត្រកចូកែី,េឺជាគត្រេឿងចត្រកកាយែីអីុត្រែូលិក ម៉ាាងដែលគេគត្របើសំរាប់យកខ្សាច់ និងត្រេួសថ្មពីគលើែីគៅផុទ កោក់,,
9,ローラ,ろーら,,រ ឡូូ   កិន,,,
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្្ប,ចំណា ព្នយល់,ឧទាហ ណ៍,
10,バケット,ばけっと,,ដប៉ាលចូក,,,
11,ブーム,ぶーむ,,ែងសនទ ចូ,,,
12,アーム,あーむ,,ដែគលើក,,,
13,ブレード（排土板）,ぶれーど（はいどばん）,,ដប៉ាលរុញ(ដប៉ាលរុញែី),,,
14,タイヤ,たいや,,សំបកកង់,,,
15,クローラ,くろーら,,ត្រចវាក់,,,
16,キー（鍵）,きー（かぎ）,,គស្ក,,"く る ま   か ぎ
車の鍵",គស្កឡាន
17,"作業装置
（アタッチメント）","さぎょうそうち
（あたっちめんと）",,"ឧបករណ៏ការងារ
(attachment)",,,
18,エンジン,えんじん,,ម៉ា សុីន,,"き
エンジンをかける、エンジンを切る",បគ្ឆ េះម៉ា សីុន  ពនល រ់ម៉ា សីុន
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្្ប,ចំណា ព្នយល់,ឧទាហ ណ៍,
19,ディーゼルエンジン,でぃーぜるえんじん,,ម៉ា សុីនគត្របើម៉ា សូ រ,,,
20,エンジンオイル,えんじんおいる,,គត្របងម៉ា សុីន,,,
21,"オルタネータ
（充電発電機）","おるたねーた
（じゅうでんはつでんき）",,ម៉ា សុីនស្កកថ្ម,,,
22,バッテリ,ばってり,,អាេុយ,,,
23,燃料,ねんりょう,,គត្របងឥណឌ ន:,,,
24,軽油,けいゆ,,គត្របងត្រស្កល(ម៉ា សូ រ),,,
25,ブレーキ,ぶれーき,,ត្រ្ំវ ង,,"ふ
ブレーキを踏む",ជាន់ត្រ្ំវ ង
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្្ប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,油圧シリンダ,ゆあつしりんだ,,ស៊ី ឡាំងអ៊ី ដ្រូលិក,,,
2,油圧モータ,ゆあつもーた,,ម៉ូ ទ័រអ៊ី ដ្រូលិក,,,
3,油圧ポンプ,ゆあつぽんぷ,,សន ប់ប៉ូមអ៊ី ដ្រូលិក,,,
4,水漏れ,みずもれ,,លលចធ្លា យទឹក,,,
5,油漏れ,あぶらもれ,,លលចធ្លា យលដ្បង,,,
6,冷却水,れいきゃくすい,,"ទឹកដាក់ឱ្យដ្រជាក់
(ម  ស៊ី ន)",,,
7,ブレーキ液,ぶれーきえき,,លដ្បងដ្្រ ាំង,,,
8,燃料タンク,ねんりょうたんく,,ធ ងឥនធ នៈ,,,
9,ファンベルト,ふぁんべると,,ខ្សែពានកង្ហា រ,,,
10,空気圧,くうきあつ,,សមា  ធសយល់,,,
11,クラッチ,くらっち,,អាំដ្ាយ ,,,
12,急発進,きゅうはっしん,,ចាប់ល្តើមលលឿន,,,
13,急ブレーキ,きゅうぶれーき,,ចាប់ដ្្រ ាំងបន្ទា  ន់,,,
No.,វាក្យសព្ទ, មបៀបអាន,,កា បក្ប្្ប,ចំណា ព្នយល់,ឧទាហ ណ៍,
14,アイドリング,あいどりんぐ,,បល្ឆ េះលចាល,,"て  い  し
エンジンを停止するときはアイドリング
と
したあとに止める",លៅលេលប្ឈប់ម  ស៊ី នដ្រូវឈប់លៅ លដ្ោយលេលានបល្ឆ េះលចាលល ើយ
15,走行,そうこう,,លបើកបរ,,,
16,旋回,せんかい,,បរ់,,,
17,安全ロック,あんぜんろっく,,លោស វរិថភាេ,,,
18,安全支柱,あんぜんしちゅう,,សសរស វរិថភាេ,,,
19,補給（する）,ほきゅう（する）,,(ោរ)បខ្នថ ម,,"ねんりょう       ほ き ゅ う
エンジンをかけたまま燃料を補給し                               て
はいけない","មិនអាចចាក់ឥនធ នៈដាក់បខ្នថ ម
ានល ើយលៅលេលម  ស៊ី នកាំេ ង បល្ឆ េះ"
20,駐車（する）,ちゅうしゃ（する）,,(ោរ)ចររថយនត,,,
21,歩行者,ほこうしゃ,,អន កលថមើរល ើង,,,
22,車両,しゃりょう,,រថយនត,,,
23,死角,しかく,,ដ្ ុងលមើលមិនល ើញ,កខ្នា ងលមើលមិនល ើញ,,
24,斜面,しゃめん,, ដ្មល,,"や ま   の   し ゃ め ん       の ぼ
山の斜面を上る",ល ើង ដ្មលភ្នាំ
25,転圧（する）,てんあつ（する）,,(ោរ)រលមៀល,,"て ん あ つ さ ぎ ょ う
ローラで転圧作業をする",លធរើោរង្ហររលមៀលលដាយរ  ូ៉ូ
No.,វាកយសព្ទ, មបៀបអាន,,កា បកប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,接触（する）,せっしょく（する）,,(ការ)ប ៉ះទង្ិគច,,"じ ゅ う き        せっしょく
重機に接触してけがをする",រង្របួសដោយប ៉ះទង្ិគចជាមួយ ម  ស៊ី នធន់ធងន់
2,作動（する）,さどう（する）,,(ការ)ដំដ ើរការ,,"か  さ  い  ほ   う  ち    き            さ  ど   う
火災報知器が作動する",សំដេង្ដោទិ៍អគ្ិគ ភ័យដំដ ើរការ
3,整備（する）,せいび（する）,,(ការ)ដរៀបចំថែសំរួល,,"しゃりょう         せ  い  び
車両の整備をする",ដរៀបចំថែសំរួលរែយនត
4,点検（する）,てんけん（する）,,(ការ)ត្រួរពិនិរយ,,"さ ぎ ょ う ま え         こ   う   ぐ        て ん け ん
作業前に工具を点検する",ត្រួរពិនិរយឧបករ ៏ម នចាប់ដ្តើ មការងារ
5,動かす,うごかす,,បត រូកថនែ ង្,,"き  か  い        う ご
機械を動かす",បត រូកថនែ ង្ម  ស៊ី ន
6,運転（する）,うんてん（する）,,(ការ)ដបើកបរ,,"け ん せつ き  か  い        う ん て ん
建設機械を運転する",ដបើកបរម  ស៊ី នសំ ង្់
7,測る,はかる,,វាស់,,"て っ き ん        なが              は か
鉄筋の長さを測る",វាស់ត្បថែង្សរសសថដក
8,操作（する）,そうさ（する）,,(ការ)ត្បរិបរិតការ,,"き  か  い         そ   う   さ
機械を操作する",ត្បរិបរិតការម  ស៊ី ន
9,停止（する）,ていし（する）,,(ការ)ឈប់,,,
10,切る,きる,,ការ់ ឬ ពនែ រ់,,"き              て っ き ん          き
エンジンを切る、鉄筋を切る",ពនែ រ់ម  ស៊ី ន  ការ់ថដក
11,回す,まわす,,បង្ិវល,,,
12,押す,おす,,រ ញ,,,
13,集める,あつめる,,ត្បមូល,,,
14,触る,さわる,,ស្ទា ប,,,
15,縛る,しばる,,ចង្ជាប់,,,
16,揃える,そろえる,,រត្មឹម,,"て っ き ん        なが              そ ろ
鉄筋の長さを揃える",រត្មឹមត្បថែង្សរសសថដក
17,結ぶ,むすぶ,,ចង្,,"ざいりょう                                                       む す
材料をまとめてひもで結ぶ",ដរៀបចំចង្ែរថ ុធារ ដដើមដោយថសែ
18,しゃがむ,しゃがむ,,អង្គ ុយ(ដចាង្ដោង្),,,
19,調整（する）,ちょうせい（する）,,(ការ)ថកសំរួល,,,
20,閉じる,とじる,,បិទ,,,
No.,វាកយសព្ទ, មបៀបអាន,,កា បកប្រប,ចំណា ព្នយល់,ឧទាហ ណ៍,
1,取り出す,とりだす,,យកចេញ,,,
2,戻す,もどす,,ដាក់ចៅវិញ,,"つか               こ   う   ぐ         も と         ば  し   ょ         も ど
使った工具は元の場所に戻す",ទុកដាក់ឧបករណ៏ដែលបានច ប្ើចៅ កដនែ ងចែើមវិញ
3,仕上げる,しあげる,,ច្វើចោយច ើយ,,,
4,折れる,おれる,,បាក់,,"く ぎ           お
釘が折れる",បាក់ដែកចោល
5,欠ける,かける,,ដែប,,"ま る                        は             か
丸のこの刃が欠ける",ដែបដលែរណា
6,近づく,ちかづく,,ចៅជិត,,"さぎょ うち ゅう        じ ゅ う き        ち か
作業中の重機に近づかない","កុំុចៅជិតម៉ា ស៊ីុន្ុន្ងន់កុំពុង
ែុំចណើរការងារ"
7,電源を入れる,でんげんをいれる,,ចបើកថាមពលច្ែើង,,,
8,電源を落とす,でんげんをおとす,,បិទថាមពលច្ែើង,,,
9,スイッチを切る,すいっちをきる,,បិទកុងតាក់,,,
10,固定（する）,こてい（する）,,(ការ)េងភ្ជា  ប់,,,
11,ゆるめる,ゆるめる,,បនធ រូ,,ボルトをゆるめる,បនធ រូ ប៊ូ ឡុង
12,伸ばす,のばす,,ពនល តូ,,,
13,外す,はずす,,ចដាោះ,,"あ ん ぜん                             は ず
安全カバーを外す",ចដាោះគ ម្ប់សុវតិថភ្ជព
14,曲げる,まげる,,ពត់,,,
15,出す,だす,,បចចេ ញ,,"て っ き ん          ま
鉄筋を曲げる",ពត់សសសដែក
16,乾かす,かわかす,,សមង តួ,,,
17,数える,かぞえる,,រាប់,,,
18,運ぶ,はこぶ,,ចលើក,,,
19,積む,つむ,,លុទ ក,,"ざいりょう                                                               つ
材料をくずれないように積む",លុទ កវតថ ុធាតុចែើមកុំុចោយែួលរលុំ
20,下ろす,おろす,,ដាក់េុោះ,,"に  だ  い                に  も  つ          お
トラックの荷台から荷物を下ろす",ដាក់ឥវ៉ា ន់េុោះព៊ីឡានែឹកទុំនិញ
21,離れる,はなれる,,ឃ្លែ  តចេញ,,,
No.,វាក្យសព្ទ, មបៀបអាន,កា បក្ប្រប,,,,
1,位置,いち,ទីតាំង,,,,
2,寸法,すんぽう,ខ្នា ត,,,,
3,測定（する）,そくてい（する）,(ការ)វាស់វែង,,,,
4,計測（する）,けいそく（する）,(ការ)វាស់,,,,
5,計測器,けいそくき,នាឡិកាវាស់សទ ង់,,,,
6,温度,おんど,សីតុណ្ហ ភាព,,,,
7,高さ,たかさ,កាំពស់,,,,
8,長さ,ながさ,ប្រវែង,,,,
9,重さ,おもさ,ទម្ងន់,,,,
10,厚さ,あつさ,កប្ាស,,,,
11,硬さ,かたさ,ភាពរឹង,,,,
12,深さ,ふかさ,ជម្ប្ៅ,,,,
13,表面,ひょうめん,ផ្ទទខ្នងម្ុខ,,,,
14,すきま,すきま,ចម្នាល  ោះ,,,,
15,中心,ちゅうしん,កណ្តា  ល,,,,
No.,វាក្យសព្ទ, មបៀបអាន,កា បក្ប្រប,,,,
16,値,あたい,តផ្ម្ល,,,,
17,安定（する）,あんてい（する）,(ការាន)ម្សេ រភាព,,,,
18,大きさ,おおきさ,ទាំហាំ,,,,
19,数,かず,ចាំនួន,,,,
20,誤差,ごさ,ភាពខុសគ្នា,,,,
21,中,なか,កន ុង,,,,
22,反対,はんたい,ទុទ យ,,,,
23,周り,まわり,ជុាំែិញ,,,,
24,尺,しゃく,ខ្នា ត សាគុ,,,,
25,青,あお,ម្ខៀែ,,,,
26,赤,あか,ប្កហម្,,,,
27,白,しろ,ស,,,,
28,黄色,きいろ,ម្លឿង,,,,
"げんば                          こと             ひょうげん
１． 現場によって異なる表現
にほん                    ちほう                               おな      いみ                   こと             ひょうげん                                                               ほうげん           い                        たと             した                        れい                                              ぎもん           おも
日本では、地方によって、同じ意味でも異なる表現をすることがあります。「方言」と言います。例えば下のような例がありますので、疑問に思うことがあった
いっしょ         はたら  ひと       たず
ら、一緒に働く人に尋ねてみましょう。
１．កា បង្ហា ញមតិខុសៗគ្នា រៅតាមកា ដ្ឋា ន
រៅគ្បរេស បុ នតាមតំបន់ខល ះសំដីនិយាយរចញមកខុសគ្នា តតអាចមានអតថន័យដូចគ្នា ។រររៅថា「គ្គ្នមភាសា」។មានឧទាហ ណ៍ខល ះដូចខាងរគ្កាមដូរចាះ គ្បសិនរបើអា កមានកា សង័សយសូមសាកសួ មនុសសតដលអា ករ្វើកា ជាមួយ។",,,,,,,
No.,វាក្យសព្ទ, មបៀបអាន,កា បក្ប្រប,,,,
1,片づける,かたづける,រ ៀបចំ,,,,
2,捨てる,すてる,រោល,,,,
3,掃く,はく,រោស,,,,
4,持ち上げる,もちあげる,រលើករ ើង,,,,
5,束ねる,たばねる,ចងោច់,,,,
6,足をくじく,あしをくじく,គ្រិចរ ើង,,,,
"げんば                          こと             ひょうげん
2． 現場によって異なる表現
けんせつげんば           つか     どうぐ               ちほう        ねんだい       かいしゃ                            おな                              ちが     よ          かた                                                            たと             した                        れい                                 みな                  げんば          つか     ひょ
建設現場で使う道具は、地方、年代や会社によって、同じものでも違う呼び方をすることがあります。例えば下のような例があります。皆さんの現場で使う表
うげん                          おぼ                           べんり
現をメモして覚えておくと便利です。
２．កា បង្ហា ញមតិខុសៗគ្នា រៅតាមកា ដ្ឋា ន
ឧបក ណ៍រគ្បើគ្ោស់រៅតាមកា ដ្ឋា នសាងសង់ខល ះរទាះបីជាវតថ ុដូចគ្នា ក៏រដ្ឋយ តតអាចគ្តូវោនរររៅរ្ម ះវាខុសៗគ្នា  អាគ្ស័យតាមតំបន់  ំនាន់អាយុ និង គ្កុមហុ ន។មានឧទាហ ណ៍ខល ះដូចខាងរគ្កាម។វាមានគ្បរយា ន៍និងង្ហយគ្សួលចំរពាះអា កកន ុងកា ស រស កត់េុកចងោំពាកយសំដីតដលគ្តូវោនរគ្បើរៅកន ុង កា ដ្ឋា ន បស់អា កទាំងអស់គ្នា ។",,,,,,,
No.,វាក្យសព្ទ, មបៀបអាន,កា បក្ប្រប,,,,
1,一輪車,いちりんしゃ, រេះកង់មួយ,,,,
2,支柱,しちゅう,សស េប់,,,,
3,ショベル,しょべる,តប ល,,,,
4,かけや,かけや,ញញួ រ ើ,,,,
"けんせつげんば         どくとく          ひょうげん
3． 建設現場の独特な表現
けんせつげんば           いちばんたいせつ                    あんぜん                                            きけん           とき                                    きけん                                                   こうどう                         とき           おおごえ        こえ                                              きび          ど  な
建設現場で一番大切なのは安全です。そのため、危険な時や、あなたが危険につながりそうな行動をとった時は、大声で声をかけられたり、厳しく怒鳴られ
いっしょ         はたら  ひと                   あんぜん       まも                          ことば                                                                                                        けっ                                    ばとう
ることがあります。それらはあなたや、あなたと一緒に働く人たちの安全を守るための言葉です。びっくりするかもしれませんが、決してあなたを罵倒するため
ことば                                                  あんぜん       こころがけ              じこ              お                                     ちゅうい                               ひじょうじたい                   きんきゅうせい       たか       ばあい             とく        ひょうげん      みじ     つよ                                  おお
の言葉ではありません。安全に心掛けて、事故を起こさないよう注意しましょう。非常事態など緊急性が高い場合は、特に表現が短く強くなる                                                                                                                               ことが多いで
す。
3． កា បង្ហា ញមតិតបល កៗរៅកា ដ្ឋា នសំណង់
អវើតដលសំខាន់ជាងរររៅកា ដ្ឋា នសំណង់រឺសុវតិថភាព។រហតុដូរចាះរហើយរៅរពលមានភាពរគ្គ្នះថាា ក់ឬរៅរពលតដលអា ករ្វើសកមមភាពណាតដលអាចបងក រគ្គ្នះថាា ក់ ររតគ្សកដ្ឋក់អា ករដ្ឋយសរមលងខាល ំងៗឬតគ្សករំហកដ្ឋក់អា កយា  ងតឹង ឹង។េរងវើទាំងរនះរឺជាពាកយសំដីរដើមីបកា ពា សុវតិថភាព បស់អា កឬអា ក រសសងរេៀតតដលរ្វើកា ជាមួយ។អា កគ្បតហលជាភាា ក់រសអើល បុ តនែ វាមិនតមនជាពាកយរ សីែ អា ករេ។គ្តូវយកចិតែេុកដ្ឋក់ចំរពាះសុវតិថភាព រហើយគ្បុងគ្បយ័តាកុំ បងករអាយមានរគ្គ្នះថាា ក់រកើតរ ើង។ពិរសសភាររគ្ចើនកា បរចេ ញសតគ្មកសរមលងរនះខីល រហើយខាល ំង រៅកន ុងរពលតដលមានភាពអាសនា ជារដើមតដលជាក ណី បនាា  ន់បំសុតរកើតមានរ ើង។",,,,,,,
កា បក្ប្រប,,,កា បក្ប្រប,,,,
ぼんやりするな！ケガするぞ。,,,កុំរលលចលឹលក!អាចនឹង ង បួស។,,,,
"あぶ
ばかやろう！危ない！",,,លឺលរលលើតមន!គ្បយ័តារគ្គ្នះថាា ក់!,,,,
"なに                                        あぶ                           もど
何やってんだ。危ないぞ。戻れ！",,,រម ចក៏រ្វើអចឹេ ង។រគ្គ្នះថាា ក់ណាស់។គ្ត ប់មកវិញ!,,,,
"もど
いいから、戻ってこい！",,,អត់អីរេ គ្ត ប់មកវិញភាល  ម!,,,,
"かって              なか         はい
勝手に中に入るな！",,,កុំចូលកន ុងេីរនះរដ្ឋយគ្នម នកា អនុញ្ញា  ត!,,,,
"しつもん     かくにん
4．質問・確認することの大切さ
さぎょう         まえ       かなら    しつもん                かくにん                                                                                さぎょう                       じこ               お               かのうせい            たか                                         きけん                    に
わからないことがあったら、作業の前に必ず質問して、確認してください。わからないまま作業すると、事故が起きる可能性が高くなって、と                                                                                                                               ても危険です。日
ほん       しょくば                あんぜん       かん            しつもん                                   は                                                                                   せっきょくてき        しつもん                あんぜん       さぎょう
本の職場では安全に関する質問をすることは恥ずかしいことではありません。積極的に質問して、安全に作業しましょう。
4．សា :សំខាន់ននកា សាកសួ និងកា បញ្ញា  ក់
គ្បសិនរបើអា កមិនយល់ សូមសាកសួ  ឬ បញ្ញា  ក់រអាយគ្ោកដមុនរពលោប់រសែើមកា ង្ហ ។គ្បសិនរបើអា ករ្វើកា រដ្ឋយមិនយល់វាអាចនឹងបណាែ  លរអាយមាន ហានីលយ័រគ្គ្នះថាា ក់ខព ស់តដលជារគ្គ្នះថាា ក់្ងន់្ង បំសុត។រៅកន ុងកា ដ្ឋា នននគ្បរេស បុ នកា សាកសួ អំពីសុវតិថភាពមិនជាកា ខាម សរអៀនរេ។សូមសាកសួ សំណួ និងរ្វើកា រដ្ឋយសុវតិថភាព។",,,,,,,
កា បក្ប្រប,,,កា បក្ប្រប,,,,
どうしてですか。,,,មូលរហតុអវ ើ,,,,
これでいいですか。,,,រ្វើដូរចាះោនតដ ឬរេ,,,,
"いちど              ねが
すみません。もう一度お願いします。",,,សុំរទាស  សូមនិយាយមែងរេៀត,,,,
"つか                                             いちど       おし
これはどうやって使いますか。もう一度教えてください。",,,វតថ ុរនះរគ្បើដូចរមែច?សូមបរគ្ងៀនខ្ុំមែងរេៀត,,,,
"まる
すみません。「丸のこ」ってどれですか。",,,សុំរទាស មួយណាជា「 ណា កាត់」,,,,
"いみ
「ケレンがけ」ってどういう意味ですか。",,,「( រខ ត ៉ែង កា តរ )(កា  ូសខាត់)」មាននយ័យា  ងដូចរមែច,,,,
