言語,PDFページ番号,PDF表番号,番号,単語,翻訳,読み方（ひらがな）,備考,例文,写真,標識
タガログ語,8.0,1.0,8.0,片づける,Iaayos,かたづける,,,,
タガログ語,8.0,1.0,9.0,捨てる,Itatapon,すてる,,,,
タガログ語,8.0,1.0,10.0,汚い,Marumi / Madumi,きたない,,,,
タガログ語,8.0,1.0,11.0,汚れる,Marumihan,よごれる,,,,
タガログ語,8.0,1.0,12.0,分別（する）,"Klasipikasyon
(Magbubukod)",ぶんべつ（する）,,,,
タガログ語,8.0,1.0,13.0,燃えないごみ,Basurang hindi sinusunog,もえないごみ,,,,
タガログ語,8.0,1.0,14.0,燃えるごみ,Basurang sinusunog,もえるごみ,,,,
タガログ語,8.0,1.0,15.0,挟まれる,Maiipit,はさまれる,,"きかい て はさ
機械に手が挟まれた",,
タガログ語,8.0,1.0,16.0,巻き込まれる,Makawit,まきこまれる,,"きかい て ま こ
1)機械に手が巻き込まれる
てぶくろ ばん ま こ
2)手袋がフライス盤に巻き込まれる",,
タガログ語,8.0,1.0,17.0,やけど（する）,Paso (Mapaso),やけど（する）,,,,
タガログ語,8.0,1.0,18.0,落ちる,Mahulog,おちる,,"かいだん お
階段から落ちる",,
タガログ語,8.0,1.0,19.0,すべる,Madulas,すべる,,"ゆか
床がすべる",,
タガログ語,9.0,1.0,20.0,転ぶ,Madapa,ころぶ,,"こうじょう ころ
工場ですべって転んだ",,
タガログ語,9.0,1.0,21.0,濡れる,Mabasa,ぬれる,,,,
タガログ語,9.0,1.0,22.0,衛生,"Kaligtasan / Pangangalaga
sa kalusugan",えいせい,,,,
タガログ語,9.0,1.0,23.0,避難（する）,Paglisan (Lumikas),ひなん（する）,,,,
タガログ語,9.0,1.0,24.0,救急車,Ambulansya,きゅうきゅうしゃ,,,,
タガログ語,9.0,1.0,25.0,災害,Sakuna,さいがい,,,,
タガログ語,9.0,1.0,26.0,地震,Lindol,じしん,,"じ しん お
地震が起きる",,
タガログ語,9.0,1.0,27.0,もぐる,Sisisid / Punta sa ilalim,もぐる,,"じ しん つくえ した
地震だ！机の下にもぐれ！",,
タガログ語,10.0,1.0,1.0,火気厳禁,"Mahigpit na
ipinagbabawal ang",かきげんきん,,,,
タガログ語,10.0,1.0,2.0,開放厳禁,"Mahigpit na
ipinagbabawal ang",かいほうげんきん,,,,
タガログ語,10.0,1.0,3.0,標識,"Babala /
Tagapagpahiwatig",ひょうしき,,,,
タガログ語,10.0,1.0,4.0,気をつける,Mag-iingat,きをつける,,,,
タガログ語,10.0,1.0,5.0,持ち込む,Dadalhin sa loob,もちこむ,,"こうじょう けいたいでんわ も こ
工場に携帯電話を持ち込んではいけ
ない",,
タガログ語,10.0,1.0,6.0,防ぐ,Iwasan,ふせぐ,,"あんぜんかくにん じ こ ふせ
安全確認して事故を防ぐ",,
タガログ語,10.0,1.0,7.0,火,Apoy,ひ,,,,
タガログ語,10.0,1.0,8.0,煙,Usok,けむり,,,,
タガログ語,10.0,1.0,9.0,消火,Patayin ang apoy,しょうか,,,,
タガログ語,10.0,1.0,10.0,消火器,Fire extinguisher,しょうかき,,,,
タガログ語,10.0,1.0,11.0,非常ベル,Emergency bell,ひじょうべる,,,,
タガログ語,10.0,1.0,12.0,火災報知機,Fire alarm,かさいほうちき,,,,
タガログ語,10.0,1.0,13.0,逃げる,Tumakbo palayo,にげる,,,,
タガログ語,10.0,1.0,14.0,現場,Lugar ng trabaho,げんば,,,,
タガログ語,10.0,1.0,15.0,作業,Trabaho,さぎょう,,,,
タガログ語,10.0,1.0,16.0,ミーティング,Miting,みーてぃんぐ,"Ang conference, pagpupulong sa
umaga at pagpupulong sa katapusan
ng araw ay maaring tawagin din na
miting.",,,
タガログ語,10.0,1.0,17.0,研修（する）,Pagsasanay (Magsasanay),けんしゅう（する）,,,,
タガログ語,10.0,1.0,18.0,実習（する）,Training (Pagtratrain),じっしゅう（する）,,,,
タガログ語,11.0,1.0,19.0,あいさつ,Pagbati,あいさつ,,,,
タガログ語,11.0,1.0,20.0,確認（する）,"Check / Kumpirmasyon
(I-checheck / Susuriin)",かくにん（する）,,,,
タガログ語,11.0,1.0,21.0,報告（する）,"Report / Ulat(Mag-report /
Ipagbigay-alam)",ほうこく（する）,,,,
タガログ語,11.0,1.0,22.0,連絡（する）,Kontak (Makipag-ugnayan),れんらく（する）,,,,
タガログ語,11.0,1.0,23.0,相談（する）,Konsulta (Magkonsulta),そうだん（する）,,,,
タガログ語,11.0,1.0,24.0,渡す,Iaabot,わたす,"Ginamit ito kapag nagbibigay ng isang
bagay sa isang tao.",,,
タガログ語,11.0,1.0,25.0,申請書,Pormat ng aplikasyon,しんせいしょ,,,,
タガログ語,11.0,1.0,26.0,寝坊（する）,"Nagising ng tanghali
(Magigising ng tanghali)",ねぼう（する）,,,,
タガログ語,12.0,1.0,1.0,技能,pagsasanay,ぎのう,,,,
タガログ語,12.0,1.0,2.0,技能検定試験,Trade Skills Test,ぎのうけんていしけん,,,,
タガログ語,12.0,1.0,3.0,受検（する）,Pagkuha ng pagsusulit,じゅけん（する）,,,,
タガログ語,12.0,1.0,4.0,資格,kwalipikasyon,しかく,,,,
タガログ語,12.0,1.0,5.0,手当,allowance,てあて,,,,
タガログ語,12.0,1.0,6.0,社員,empleyado,しゃいん,,,,
タガログ語,12.0,1.0,7.0,部長,hepe ng departamento,ぶちょう,,,,
タガログ語,12.0,1.0,8.0,課長,hepe ng seksyon,かちょう,,,,
タガログ語,12.0,1.0,9.0,更衣室,silid bihisan,こういしつ,,,,
タガログ語,12.0,1.0,10.0,台車,kariton,だいしゃ,,,,
タガログ語,12.0,1.0,11.0,床,sahig,ゆか,,,,
タガログ語,12.0,1.0,12.0,出口,labasan,でぐち,,,,
タガログ語,12.0,1.0,13.0,電気,kuryente,でんき,,,,
タガログ語,12.0,1.0,14.0,警報音,babalang ingay,けいほうおん,,,,
タガログ語,12.0,1.0,15.0,コンセント,saksakan ng kuryente,こんせんと,,,,
タガログ語,12.0,1.0,16.0,作業場,lugar ng trabaho,さぎょうば,,,,
タガログ語,12.0,1.0,17.0,作業台,lamesa ng trabaho,さぎょうだい,,,,
タガログ語,12.0,1.0,18.0,工事現場,lugar ng konstruksyon,こうじげんば,,,,
タガログ語,12.0,1.0,19.0,職長,foreman,しょくちょう,,"あしばくみたて しょくちょう し じ したが
足場組立は 職長の指示に従う",,
タガログ語,12.0,1.0,20.0,作業責任者,tagapangasiwa ng trabaho,さぎょうせきにんしゃ,,,,
タガログ語,13.0,1.0,1.0,禁止,bawal,きんし,,,,
タガログ語,13.0,1.0,2.0,表示板,karatula,ひょうじばん,,,,
タガログ語,13.0,1.0,3.0,禁止事項,bagay na bawal gawin,きんしじこう,,,,
タガログ語,13.0,1.0,4.0,避難訓練,evacuation drill,ひなんくんれん,,,,
タガログ語,13.0,1.0,5.0,感電（する）,pagkakuryente / makuryente,かんでん（する）,,,,
タガログ語,13.0,1.0,6.0,防止（する）,pagpigil / pigilan,ぼうし（する）,,,,
タガログ語,13.0,1.0,7.0,予防（する）,pag-iwas / iwasan,よぼう（する）,,,,
タガログ語,13.0,1.0,8.0,転倒（する）,pagbagsak / bumagsak,てんとう（する）,,,,
タガログ語,13.0,1.0,9.0,挟まる,maipit,はさまる,,,,
タガログ語,13.0,1.0,10.0,足元,paanan,あしもと,,,,
タガログ語,13.0,1.0,11.0,不安定（な）,hindi matatag,ふあんてい（な）,,,,
タガログ語,13.0,1.0,12.0,後片付け,pagliligpit pagkatapos,あとかたづけ,,,,
タガログ語,13.0,1.0,13.0,救急箱,first-aid kit,きゅうきゅうばこ,,,,
タガログ語,13.0,1.0,14.0,絆創膏,panakip sa sugat,ばんそうこう,,,,
タガログ語,13.0,1.0,15.0,体調,pisikal na kondisyon,たいちょう,,,,
タガログ語,13.0,1.0,16.0,血,dugo,ち,,,,
タガログ語,13.0,1.0,17.0,熱中症,heatstroke,ねっちゅうしょう,,,,
タガログ語,13.0,1.0,18.0,吐き気,alibadbad,はきけ,,,,
タガログ語,13.0,1.0,19.0,嘔吐（する）,pagsusuka / magsusuka,おうと（する）,,,,
タガログ語,13.0,1.0,20.0,足がつる,namumulikat ang paa,あしがつる,,,,
タガログ語,13.0,1.0,21.0,気分が悪い,hindi maganda ang pakiramdam,きぶんがわるい,,,,
タガログ語,13.0,1.0,22.0,寝不足,kulang sa tulog,ねぶそく,,,,
タガログ語,13.0,1.0,23.0,安全ネット,safety net,あんぜんねっと,,,,
タガログ語,13.0,1.0,24.0,安全点検,inspeksyon para sa kaligtasan,あんぜんてんけん,,,,
タガログ語,14.0,1.0,1.0,KY活動（危険予知活動）,"Aktibidad ng KY (Aktibidad
para Kilalanin ang
Panganib)","けーわいかつどう（きけん
よちかつどう）",,,,
タガログ語,14.0,1.0,2.0,危険,panganib,きけん,,,,
タガログ語,14.0,1.0,3.0,ぶつかる,mabangga,ぶつかる,,"トラクタショベルのバケットにぶつかっ
てけがをした",,
タガログ語,14.0,1.0,4.0,当たる,tumama,あたる,,"あ し ば お こ う ぐ からだ あ
足場から落ちてきた工具が体に当たっ
てけがをした",,
タガログ語,14.0,1.0,5.0,下敷きになる,madaganan,したじきになる,,"じゅうき し た じ
重機の下敷きになる",,
タガログ語,14.0,1.0,6.0,打つ,tamaan,うつ,,"あやま て う
誤ってハンマーで手を打ってしまった",,
タガログ語,14.0,1.0,7.0,バランスを崩す,mawala ang balanse,ばらんすをくずす,,"うえ くず てんらく
はしごの上でバランスを崩して転落し
た",,
タガログ語,14.0,1.0,8.0,倒れる,bumagsak,たおれる,,"たお ねっちゅうしょう たお
はしごが倒れる、熱中症で倒れる",,
タガログ語,14.0,1.0,9.0,転落（する）,pagkahulog / mahulog,てんらく（する）,,"うえ くず てんらく
はしごの上でバランスを崩して転落し
た",,
タガログ語,14.0,1.0,10.0,指差呼称,pagturo at pagtawag,しさこしょう,,,,
タガログ語,14.0,1.0,11.0,ヒヤリハット,"muntikang aksidente
(Hiyari-hatto)",ひやりはっと,,,,
タガログ語,14.0,1.0,12.0,原因,sanhi,げんいん,,,,
タガログ語,14.0,1.0,13.0,対策,hakbang upang labanan,たいさく,,,,
タガログ語,14.0,1.0,14.0,落下（する）,pagkahulog / mahulog,らっか（する）,,"あしば こ う ぐ らっか
足場から工具が落下した",,
タガログ語,14.0,1.0,15.0,墜落（する）,pagbagsak / bumagsak,ついらく（する）,,"か い こ う ぶ ついらく
開口部から墜落した",,
タガログ語,14.0,1.0,16.0,確認（する）,pagtiyak / tiyakin,かくにん（する）,,"しゅうい あんぜん かくにん
周囲の安全を確認する",,
タガログ語,16.0,1.0,16.0,業務,trabaho,ぎょうむ,,,,
タガログ語,16.0,1.0,17.0,時間厳守,laging nasa oras,じかんげんしゅ,,,,
タガログ語,16.0,1.0,18.0,予定,iskedyul,よてい,,,,
タガログ語,16.0,1.0,19.0,日付,petsa,ひづけ,,,,
タガログ語,16.0,1.0,20.0,準備（する）,paghahanda / maghanda,じゅんび（する）,,,,
タガログ語,16.0,1.0,21.0,会議,pagpupulong,かいぎ,,,,
タガログ語,16.0,1.0,22.0,朝礼,pagbati sa umaga,ちょうれい,,,,
タガログ語,16.0,1.0,23.0,報告書,ulat,ほうこくしょ,,,,
タガログ語,16.0,1.0,24.0,マニュアル,manuwal,まにゅある,,,,
タガログ語,16.0,1.0,25.0,作業手順書,proseso ng paggawa,さぎょうてじゅんしょ,,,,
タガログ語,16.0,1.0,26.0,調子,kalagayan,ちょうし,,,,
タガログ語,17.0,1.0,1.0,立入禁止,Bawal Pumasok,たちいりきんし,,,,
タガログ語,17.0,1.0,2.0,禁煙,Bawal Manigarilyo,きんえん,,,,
タガログ語,17.0,1.0,3.0,火気厳禁,"Mapanganib: Bawal ang
Apoy",かきげんきん,,,,
タガログ語,17.0,1.0,4.0,駐車禁止,Bawal Pumarada,ちゅうしゃきんし,,,,
タガログ語,17.0,1.0,5.0,足もと注意,Ingatan ang Hakbang!,あしもとちゅうい,,,,
タガログ語,17.0,1.0,6.0,開口部注意,"Mapanganib: May Butas
sa Sahig",かいこうぶちゅうい,,,,
タガログ語,17.0,1.0,7.0,感電注意,"Mapanganib: May
Kuryente",かんでんちゅうい,,,,
タガログ語,17.0,1.0,8.0,堕落注意,"Mapanganib: May
Maaaring Bumagsak",ついらくちゅうい,,,,
タガログ語,17.0,1.0,9.0,頭上注意,Ingatan ang Ulo!,ずじょうちゅうい,,,,
タガログ語,17.0,1.0,10.0,警報設備,Sistemang Pang-alarma,けいほうせつび,,,,
タガログ語,18.0,1.0,11.0,消火器,Pang-apula ng Apoy,しょうかき,,,,
タガログ語,18.0,1.0,12.0,AED設置場所,May Nakahandang AED,"えーいーでぃーせっちば
しょ",,,,
タガログ語,18.0,1.0,13.0,保護帽着用,Magsuot ng Helmet,ほごぼうちゃくよう,,,,
タガログ語,18.0,1.0,14.0,安全帯使用,"Magsuot ng Sinturong
Pangkaligtasan",あんぜんたいしよう,,,,
タガログ語,18.0,1.0,15.0,昇降階段,"Hagdanan na Pang-
Scaffolding",しょうこうかいだん,,,,
タガログ語,18.0,1.0,16.0,休憩所,Pahingahan,きゅうけいじょ,,,,
タガログ語,18.0,1.0,17.0,最大積載荷重,"Maximum na kapasidad sa
pag-load",さいだいせきさいかじゅう,,,,
タガログ語,18.0,1.0,18.0,喫煙所,"Lugar para sa
Paninigarilyo",きつえんじょ,,,,
タガログ語,18.0,1.0,19.0,整理整頓,Panatilihing Maayos,せいりせいとん,,,,
タガログ語,18.0,1.0,20.0,安全通路,"Ligtas na Daanan /
Safety Passage",あんぜんつうろ,,,,
タガログ語,19.0,1.0,1.0,三連クランプ,triple clamp,さんれんくらんぷ,,"さんれん たんかん けつごう
三連クランプで単管を結合する",,
タガログ語,19.0,1.0,2.0,"ベルトコンベア
（ベルコン）",belt conveyor,"べるとこんべあ
（べるこん）",,"つち こ う ん ぱ ん
ベルトコンベアで土を小運搬する",,
タガログ語,19.0,1.0,3.0,かけや,maso,かけや,"Malaking mallet. Tinatawag din
itong “Narimono,” “Oonari.” Ang
masong ginagamit sa dalawang
kamay ay tinatawag na “kakeya,”
ang mallet na ginagamit sa isang
kamay ay “kizuchi” o “konekiri.”","くい う こ
かけやで杭を打ち込む",,
タガログ語,19.0,1.0,4.0,ランマ,pambayo,らんま,Ito ay tamping rammer.,"じ ば ん し かた
ランマで地盤を締め固める",,
タガログ語,19.0,1.0,5.0,自在クランプ,movable clamp,じざいくらんぷ,"Ginagamit ito sa pagbigkis sa mga
single pipes, at para sa
pagpapatatag ng slope.
Sa scaffolding, tinatawag na
“sujikai” (diagonal) ang
pagpapatatag ng slope.","じ ざ い もち たんかん きんけつ
自在クランプを用いて単管を緊結する",,
タガログ語,19.0,1.0,6.0,キャッチクランプ,catch clamp,きゃっちくらんぷ,,"もち たんかん てっこつ
キャッチクランプを用いて単管と鉄骨
きんけつ
を緊結する",,
タガログ語,19.0,1.0,7.0,吊り上げ用クランプ,clamp para sa pagbuhat,つりあげようくらんぷ,,"つ あ よう もち きんけつ
吊り上げ用クランプを用いて緊結した
たんかん つ あ
単管を吊り上げる",,
タガログ語,19.0,1.0,8.0,直交クランプ,right angle clamp,ちょっこうくらんぷ,,"ちょっこう もち たんかん きんけつ
直交クランプを用いて単管を緊結す
る",,
タガログ語,19.0,1.0,9.0,フック,kawit / hook,ふっく,,ワイヤーロープをフックにかける,,
タガログ語,20.0,1.0,10.0,ストレートシャックル,straight shackle,すとれーとしゃっくる,,"ワイヤーをストレートシャックルにかけ
る",,
タガログ語,20.0,1.0,11.0,滑車,kalo / pulley,かっしゃ,,"かっしゃ ざいりょう つ あ
滑車で材料を吊り上げる",,
タガログ語,20.0,1.0,12.0,クレーン,crane,くれーん,,"し ざ い つ あ
クレーンで資材を吊り上げる",,
タガログ語,20.0,1.0,13.0,移動式クレーン,mobile crane,いどうしきくれーん,,"い ど う しき し ざ い つ あ
移動式クレーンで資材を吊り上げる",,
タガログ語,20.0,1.0,14.0,介しゃくロープ,guy rope,かいしゃくろーぷ,,"かい に も つ ふ
介しゃくロープで荷物の振れをおさえ
る",,
タガログ語,20.0,1.0,15.0,昇降階段,"Hagdanan na Pang-
Scaffolding",しょうこうかいだん,,"あ し ばじょうそう のぼ しょうこうかいだん つか
足場上層に上るには昇降階段を使う",,
タガログ語,20.0,1.0,16.0,筋かい止めピン,strut end pin,すじかいとめぴん,,"すじ と さ こ お ま
筋かい止めピンを差し込み折り曲げ
ておく",,
タガログ語,20.0,1.0,17.0,脚柱ジョイント,stud joint,きゃくちゅうじょいんと,,"きゃくちゅう さ い ご さ こ
脚柱ジョイントは最後まで差し込む",,
タガログ語,20.0,1.0,18.0,連結ピン,connecting pin,れんけつぴん,,"れんけつ さ い ご さ こ
連結ピンは最後まで差し込む",,
タガログ語,20.0,1.0,19.0,ジョイント金具,joint metal fitting,じょいんとかなぐ,,"か な ぐ かくじつ さ い ご
ジョイント金具は確実に最後まではめ
る",,
タガログ語,21.0,1.0,20.0,レバーブロック,lever block,ればーぶろっく,,"し ざ い こ て い
レバーブロックで資材を固定する",,
タガログ語,21.0,1.0,21.0,電動のこ（丸のこ）,"electric circular saw
(circular saw)",でんどうのこ（まるのこ）,,"かたわく せつだん まる し よ う
型枠の切断は丸のこを使用する",,
タガログ語,21.0,1.0,22.0,モンキースパナ,monkey spanner,もんきーすぱな,"Tinatawag din itong “monkey
wrench.”","し ゆる
モンキースパナでナットを締める・緩
める",,
タガログ語,21.0,1.0,23.0,親綱支柱,"poste ng pangunahing
lubid",おやづなしちゅう,,"おやづな は い ち おやづなしちゅう と つ
親綱を張る位置に親綱支柱を取り付
ける",,
タガログ語,21.0,1.0,24.0,ブラケット,bracket,ぶらけっと,"Tinatawag din itong “mochi-okuri”
(console).","あ し ば と つ
足場にブラケットを取り付ける",,
タガログ語,21.0,1.0,25.0,梯子,hagdan,はしご,,,,
タガログ語,22.0,1.0,1.0,親綱,safety line,おやづな,"Lubid kung saan sinasabit ang
sinturong pangkaligtasan (sinturong
may lifeline) sa lugar ng
konstrusksyon. Ilagay ito nang hindi
lumalaylay sa pagitan ng mga poste
upang maprotektahan ang mga
manggagawa sa lugar ng trabaho.","おやづな あんぜんたい
親綱に安全帯をかける",,
タガログ語,22.0,1.0,2.0,建枠（ビティ）,standard scaffold (Beatty),たてわく（びてぃ）,,"たてわく もち あ し ば く み た
建枠（ビティ）を用いて足場を組立て
る",,
タガログ語,22.0,1.0,3.0,メッシュシート,mesh sheet,めっしゅしーと,"Tinatawag din itong “curing sheet”
at “scattering-proof net”, “yojo-
shiito”, “hisan-boushi-shiito”.","あ し ばわく と つ
足場枠にメッシュシートを取り付ける",,
タガログ語,22.0,1.0,4.0,防音パネル,soundproof panel,ぼうおんぱねる,,"そうおんたいさく ぼうおん せ っ ち
騒音対策として防音パネルを設置す
る",,
タガログ語,22.0,1.0,5.0,朝顔材,protective shelf material,あさがおざい,,"あさがおざい ひ ら い ら っ か ぼ う し
朝顔材は飛来落下防止のためにつか
う",,
タガログ語,22.0,1.0,6.0,架空線,overhead wire,かくうせん,"Dahil mataas ang boltahe ng
kuryenteng dumadaloy dito, mataas
ang posibilidad na magkaroon ng
aksidente ng pagkakuryente.","か く うせん せっしょく
架空線へ接触させないようにする",,
タガログ語,22.0,1.0,7.0,幅木（仮設足場）,"baseboard
(pansamantalang
scaffolding)",はばき（かせつあしば）,,"ろうどうしゃ ついてんらく き ぐ ら っ か ぼ う し
労働者の墜転落・器具の落下防止の
あ し ば は ば き もう
ために足場に幅木を設ける",,
タガログ語,22.0,1.0,8.0,単管,single pipe,たんかん,"Pinaikling tawag sa “single pipe”.
Tinatawag din “itong pipe”, “tankan-
paipu”, “paipu”.","たんかん もち あ し ば く た
単管を用いて足場を組み立てる",,
タガログ語,22.0,1.0,9.0,脚立,natitiklop na hagdan,きゃたつ,,,,
タガログ語,23.0,1.0,10.0,作業半径,operating radius,さぎょうはんけい,"Radius kung saan umiikot ang
mabigat na makina. Upang maiwasan
ang aksidente ng pagsagi atbp.,
madalas ay bawal pumasok dito.","じゅうきさぎょう さぎょうはんけい た い きん
重機作業の作業半径に立ち入りを禁
し
止する",,
タガログ語,23.0,1.0,11.0,仮ボルト,pansamantalang kandado,かりぼると,,"かり こうぞうたい かり こ て い
仮ボルトで構造体を仮に固定する",,
タガログ語,23.0,1.0,12.0,手直し,pasasaayos,てなおし,,"し て き ば し ょ て な お
指摘された場所を手直しする",,
タガログ語,23.0,1.0,13.0,面一,flush,つらいち,,"つらいち
面一にそろえる",,
タガログ語,23.0,1.0,14.0,点検事項,"mga bagay na dapat
inspeksyunin",てんけんじこう,,"し よ う こ う ぐ てんけんじ こ う もと し
使用する工具は点検事項に基づき始
ぎょうまえてんけん
業前点検をおこなう",,
タガログ語,23.0,1.0,15.0,積載荷重,loading capacity,せきさいかじゅう,,"せきさいかじゅう こ
トラックの積載荷重を超えないように
つ こ
積み込む",,
タガログ語,23.0,1.0,16.0,すき間,siwang,すきま,,"ぼうおん ま あ
防音シートはすき間が空かないように
と つ
取り付ける",,
タガログ語,23.0,1.0,17.0,通りを見る,tingnan ang pagkatuwid,とおりをみる,,"かたどお ね ぎ り で き とお
やり方通りで根切が出来ているか通
りをみる",,
タガログ語,23.0,1.0,18.0,組立,pagbubuo,くみたて,,"あ し ば く み た
足場を組立てる",,
タガログ語,23.0,1.0,19.0,地組,"pagbubuo sa lugar ng
konstruksyon",じぐみ,,"した じ ぐみ あ し ば あ
下で地組した足場をクレーンで上げ
うえ と つ
て上で取り付ける",,
タガログ語,24.0,1.0,20.0,天端,levee crown,てんば,Tinatawag din itong “uwaba” (itaas).,"て ん ば へいかつ
コンクリートの天端をコテで平滑にな
らす",,
タガログ語,24.0,1.0,21.0,玉掛け,slinging,たまかけ・たまがけ,,"ざいりょう つ あ さい あんぜん い ち
材料を吊り上げる際は安全な位置に
たまかけ
玉掛けをおこなう",,
タガログ語,24.0,1.0,22.0,合図,hudyat,あいず,,"じゅうきさぎょう あ い ず あんぜん おこな
重機作業は合図をもって安全に行う",,
タガログ語,24.0,1.0,23.0,定格荷重,rated capacity,ていかくかじゅう,,"ていかくかじゅう こ つ さぎょう
定格荷重を超えて吊りもの作業はお
こなわない",,
タガログ語,24.0,1.0,24.0,たち,vertical,たち,,"あ しばしち ゅ う み すいちょくせい
足場支柱のたちを見る（垂直性＝た
ち）",,
タガログ語,24.0,1.0,25.0,職長,foreman,しょくちょう,,"あ し ばくみたて しょくちょう し じ したが
足場組立は職長の指示に従う",,
タガログ語,25.0,1.0,1.0,安全カバー,safety cover,あんぜんかばー,"Pangunahin itong tawag sa takip na
nakakabit sa electric circular saw.
Ginagamit ito upang iwasan ang
paglundag ng circular saw papunta sa
katawan nang dahil sa kickback atbp.
kapag pagpuputol.","あんぜん しよう じこ ふせ
安全カバーの使用で事故を防ぐ",,
タガログ語,25.0,1.0,2.0,安全帯,safety belt,あんぜんたい,,"あんぜんたい あ し ば と つ
安全帯を足場に取り付ける",,
タガログ語,25.0,1.0,3.0,インサート,insert,いんさーと,,"せ っ ち
インサートをコンクリートに設置するた
かたわく う こ
め、型枠に打ち込む",,
タガログ語,25.0,1.0,4.0,スペーサ,spacer,すぺーさ,,"かたわく と つ
型枠にスペーサを取り付ける",,
タガログ語,25.0,1.0,5.0,鉄筋,reinforcing bar,てっきん,,"てっきん かたわく す き ま ちょうせい
鉄筋と型枠の隙間を調整する",,
タガログ語,25.0,1.0,6.0,電工ドラム（ドラム）,"retractable extension
cord (drum)",でんこうどらむ（どらむ）,,"でんこう さ こ
電工ドラムのコンセントに差し込む",,
タガログ語,25.0,1.0,7.0,電動丸のこ（電のこ）,"electric circular saw
(circular saw)","でんどうまるのこ（でんの
こ）",,"でんどうまる せつだん
電動丸のこでコンパネを切断する",,
タガログ語,25.0,1.0,8.0,パッキン,gasket,ぱっきん,,"し こ
パッキンを敷き込む",,
タガログ語,25.0,1.0,9.0,小バール,maliit na crowbar,しょうばーる,,"しょう くぎ ぬ
小バールで釘を抜く",,
タガログ語,25.0,1.0,10.0,大バール,malaking crowbar,だいばーる,,"かたわくかいたい だい し よ う
型枠解体に大バールを使用する",,
タガログ語,26.0,1.0,11.0,化粧合板,decorative plywood,けしょうごうはん,,"ひょうめん う はな し あ けしょうごうばん
表面は打ち放し仕上げのため化粧合
し よ う
板を使用する",,
タガログ語,26.0,1.0,12.0,普通合板,normal plywood,ふつうごうはん,,"はいめん そ じ し あ ふ つ うごうばん
背面は素地仕上げのため普通合板を
し よ う
使用する",,
タガログ語,26.0,1.0,13.0,スタイロフォーム,styrofoam,すたいろふぉーむ,,"かたわくない と つ
スタイロフォームを型枠内に取り付け
る",,
タガログ語,26.0,1.0,14.0,面木,chamfer strip,めんぎ,,"かたわく めん ぎ と つ
型枠に面木を取り付ける",,
タガログ語,26.0,1.0,15.0,バイブレーター,vibrator,ばいぶれーたー,,"し かた
バイブレーターでコンクリートを締め固
める",,
タガログ語,26.0,1.0,16.0,剥離剤,pangtanggal ng pintura,はくりざい,,"かたわく よ
コンクリートと型枠のはなれを良くする
は く りざい し よ う
ために剥離剤を使用する",,
タガログ語,26.0,1.0,17.0,けこみ板,riser plate,けこみいた,,"いた と つ
けこみ板を取り付ける",,
タガログ語,26.0,1.0,18.0,目地棒,joint strip,めじぼう,,"かたわく め じ ぼう と つ
型枠に目地棒を取り付ける",,
タガログ語,26.0,1.0,19.0,コンクリート,kongkreto,こんくりーと,,"かたわく なが こ
型枠にコンクリートを流し込む",,
タガログ語,26.0,1.0,20.0,コンベックス,medida,こんべっくす,,"すんぽう はか
コンベックスで寸法を測る",,
タガログ語,27.0,1.0,21.0,作業用手袋,guwantes na pantrabaho,さぎょうようてぶくろ,,"さぎょうようてぶくろ もち かたわくさぎょう
作業用手袋を用いて型枠作業をおこ
なう",,
タガログ語,27.0,1.0,22.0,差金,carpenter’s square,さしがね,,"さしがね すんぽう はか
差金で寸法を測る",,
タガログ語,27.0,1.0,23.0,水平器,level gauge,すいへいき,,"すいへい き かたむ ちょうせい すいへい
水平器で傾きを調整し水平にする",,
タガログ語,27.0,1.0,24.0,墨さし,"brush na pangmarka na
yari sa kawayan",すみさし,,"すみ すみ
墨さしを墨つぼにつける",,
タガログ語,27.0,1.0,25.0,墨つぼ,"kagamitang pangmarka ng
mahaba at tuwid na guhit",すみつぼ,,"すみ すみ
墨さしを墨つぼにつける",,
タガログ語,28.0,1.0,1.0,"丸セパレーター
（丸セパ）","bilog na panghiwalay /
round separator","まるせぱれーたー
（まるせぱ）",,"まる かたわく こ て い
丸セパレーターで型枠を固定する",,
タガログ語,28.0,1.0,2.0,天端釘,levee crown nail,てんばくぎ,,"てん てん ば くぎ う
コンクリート天に天端釘を打つ",,
タガログ語,28.0,1.0,3.0,ケレン,surface treatment,けれん,,"ひょうめん
コンパネの表面をけれんする",,
タガログ語,28.0,1.0,4.0,型枠支保工,form timbering,かたわくしほこう,,"か た わ く し ほ こ う こ う じ おこな
型枠支保工の工事を行う",,
タガログ語,28.0,1.0,5.0,"基礎型枠
（メタルフォーム）","foundation form (metal
form)","きそかたわく
（めたるふぉーむ）",,"き そ かたわく く み た
基礎型枠を組立てる",,
タガログ語,28.0,1.0,6.0,釘仕舞い,"pag-alis sa pako mula sa
form / nail remover",くぎしまい,,"かたわく くぎ し ま
型枠をばらして釘仕舞いをする",,
タガログ語,28.0,1.0,7.0,スラブ天端,"dulong itaas na bahagi ng
losa (slab)",すらぶてんば,,"てん ば
スラブ天端をそろえる",,
タガログ語,28.0,1.0,8.0,高さ（タッパ）,taas,たかさ（たっぱ）,,"たか はか
高さ（タッパ）を測る",,
